,predictions,labels,generation
160,0,2,"[INST] <<SYS>>

<</SYS>>

  C’est ainsi que j’ai aban donné, à l’âge de six ans, une magnifique carrière de peintre. [/INST] 0"
161,0,2,"[INST] <<SYS>>

<</SYS>>

  – Oui, fis -je modestement. [/INST] 04/"
162,2,2,"[INST] <<SYS>>

<</SYS>>

  Mais quel genre de jeu? [/INST] 25."
163,0,2,"[INST] <<SYS>>

<</SYS>>

  J’avais été découragé par l’insuccès de mon dessin numéro et de mon dessin numéro . [/INST] 04:"
164,2,2,"[INST] <<SYS>>

<</SYS>>

  On se dit-il vers le nord. [/INST] 25/"
165,0,2,"[INST] <<SYS>>

<</SYS>>

  Je sens qu'il est en train de se passer quelque chose en lui, ses lèwes tr.emblentrvoilà; il se pré- cþite dans mes bras, le ballon roule par terre, il me serre fort de ses deux mains, il plewe je crois. [/INST] 04/"
166,0,2,"[INST] <<SYS>>

<</SYS>>

  Quand on veut un mouton, c’est la preuve qu’on existe » elles hausseront les épaules et vous traiteront d’enfant ! [/INST] 04/"
167,3,2,"[INST] <<SYS>>

<</SYS>>

  Après Saint-Mandé, on prend le périphérique et on continue à roulervers le nord. [/INST] 30/"
168,0,2,"[INST] <<SYS>>

<</SYS>>

  – Parce que chez moi c’est tout petit… – Ça suffira sûrement. [/INST] 04:"
169,2,2,"[INST] <<SYS>>

<</SYS>>

  Elle a fair plutôt amusé. [/INST] 24/"
170,2,2,"[INST] <<SYS>>

<</SYS>>

  Aussi d'avoir dessiné une blonde cheminant, sous la pluie. [/INST] 24/"
171,0,2,"[INST] <<SYS>>

<</SYS>>

  Ça venait tout doucement, au hasard des réflexions. [/INST] 00:"
172,2,2,"[INST] <<SYS>>

<</SYS>>

  On a peut-être pris une mauvaisè direction? [/INST] 29/"
173,2,2,"[INST] <<SYS>>

<</SYS>>

  J'écouteri la radio. [/INST] 29."
174,2,2,"[INST] <<SYS>>

<</SYS>>

  - Écoute, je t'en prie, arrête cette comédie, dit-elle.Je me retourne. [/INST] 20/"
175,0,2,"[INST] <<SYS>>

<</SYS>>

  Je me mets à genoux devant lui pour le regarder bien en face: Je ne comprends pas pourquoi tu m’ appelles papa. [/INST] 04/"
176,2,2,"[INST] <<SYS>>

<</SYS>>

  Alors il s’écria : – Comment ! [/INST] 24/"
177,2,2,"[INST] <<SYS>>

<</SYS>>

  Il y a des millions d’années que les moutons mangent quand même les fleurs. [/INST] 29/"
178,0,2,"[INST] <<SYS>>

<</SYS>>

  J’avais à peine de l’eau à boire pour huit jours. [/INST] 04/"
179,3,2,"[INST] <<SYS>>

<</SYS>>

  La nuit était tombée. [/INST] 30."
180,2,2,"[INST] <<SYS>>

<</SYS>>

  dit-il en se levant d'un bond. [/INST] 24/"
181,0,2,"[INST] <<SYS>>

<</SYS>>

  J'ai presque fini la lecture de farticle lorsque la même voix dit: J'ai faim. [/INST] 04/"
182,0,2,"[INST] <<SYS>>

<</SYS>>

  J e ne savais comment l’atteindre, où le rejoindre… C’est tellement mystérieux, le pays des larmes. [/INST] 04:"
183,0,2,"[INST] <<SYS>>

<</SYS>>

  Ce sont des mots prononcés par hasard qui, peu à peu, m’ont tout révélé. [/INST] 04/"
184,0,2,"[INST] <<SYS>>

<</SYS>>

  Comme tout immigre,j'ar dû travailler dur pour faire pardonner ma présence en France. [/INST] 0:0"
185,1,2,"[INST] <<SYS>>

<</SYS>>

  Mais l’arbuste cessa vite de croître, et commença de préparer une fleur. [/INST] 15/"
186,2,2,"[INST] <<SYS>>

<</SYS>>

  C'est toujours moi qui tiens le ballon,J'ai le cæur qui bat. [/INST] 20."
187,0,2,"[INST] <<SYS>>

<</SYS>>

  Je me mettais à sa portée. [/INST] 04/"
188,2,2,"[INST] <<SYS>>

<</SYS>>

  Le mouton que tu veux est dedans. [/INST] 24/"
189,3,2,"[INST] <<SYS>>

<</SYS>>

  Je rlaurais pas été surpris de trouver une voiture de police dans la rue, des fl.icsa, peut-être même un monsieur en pyjama. [/INST] 30/"
190,2,2,"[INST] <<SYS>>

<</SYS>>

  Ça pouvait être un nouveau genre de baobab. [/INST] 24/"
191,0,2,"[INST] <<SYS>>

<</SYS>>

  Je riaurai pas le courage de réviser mon cours ce soi¡. [/INST] 0"
192,2,2,"[INST] <<SYS>>

<</SYS>>

  Et je lança i : – Ça c’est la caisse. [/INST] 24/"
193,2,2,"[INST] <<SYS>>

<</SYS>>

  Mais non, on finira bien par trouver une route, un taxi. [/INST] 20/"
194,2,2,"[INST] <<SYS>>

<</SYS>>

  Le premier soir je me suis donc endormi sur le sable à mille milles de toute terre habitée. [/INST] 29/"
195,3,2,"[INST] <<SYS>>

<</SYS>>

  Le petit court þsqu à la porte, sç dresse sur la pointe des pieds pour atteindre la sonnette. [/INST] 30/"
196,0,2,"[INST] <<SYS>>

<</SYS>>

  J'appuie sur le bouton du cinquième. [/INST] 05:"
197,0,2,"[INST] <<SYS>>

<</SYS>>

  Tout le monde n’a pas eu un ami. [/INST] 04/"
198,2,2,"[INST] <<SYS>>

<</SYS>>

  Le petit garçon entre dans la pièce. [/INST] 24/"
199,2,2,"[INST] <<SYS>>

<</SYS>>

  On se dévisage. [/INST] 25/"
200,0,2,"[INST] <<SYS>>

<</SYS>>

  Il rougit, puis reprit : – Si quelqu’un aime une fleur qui n’existe qu’à un exe m- plaire dans les millions et les millions d’étoiles, ça suffit pou r qu’il soit heureux quand il les regarde. [/INST] 04/"
201,0,2,"[INST] <<SYS>>

<</SYS>>

  I me semble que j'entends moins distinctement que tout à Theure lrs bruits de la ville. [/INST] 04/"
202,2,2,"[INST] <<SYS>>

<</SYS>>

  - Une voiture ! [/INST] 24/"
203,2,2,"[INST] <<SYS>>

<</SYS>>

  Mais où sont ses parents I La àuit va bientôt tomber. [/INST] 29/"
204,2,2,"[INST] <<SYS>>

<</SYS>>

  Le petit reste debout, guettant un autrè véhicule. [/INST] 20/"
205,0,2,"[INST] <<SYS>>

<</SYS>>

  Il se dit : « Ma fleur est là quelque part… » Mais si le mouton mange la fleur, c’est pour lui comme si, brusquement, toutes les étoiles s’éteignaient ! [/INST] 04/"
206,2,2,"[INST] <<SYS>>

<</SYS>>

  Il y a un canapé,, ou plutôt un lit couveft d'un tissu orange. [/INST] 20/"
207,4,2,"[INST] <<SYS>>

<</SYS>>

  )pour le moment,je n'en ai pas f intentionrje n'ai pas,envie d'avoir des enfants, d'être obligé de travailler pour les faire viwe. [/INST] 40 ans"
208,0,2,"[INST] <<SYS>>

<</SYS>>

  Je remonte la fermeturo à glissière de mon blouson. [/INST] 04/"
209,0,2,"[INST] <<SYS>>

<</SYS>>

  Elle pourrait m'en proposer aussi, puisqu'elle prétend que je suis son mari. [/INST] 00:"
210,2,2,"[INST] <<SYS>>

<</SYS>>

  Qr'est-ce que je vais faire de ce gosse ? [/INST] 24/"
211,0,2,"[INST] <<SYS>>

<</SYS>>

  Combien a -t-il de frères ? [/INST] 0"
212,0,2,"[INST] <<SYS>>

<</SYS>>

  J’éprouve tant de chagrin à raconter ces souvenirs. [/INST] 01/"
213,2,2,"[INST] <<SYS>>

<</SYS>>

  Je mangerai une omelette, puis je me cou- cherai. [/INST] 20:"
214,1,2,"[INST] <<SYS>>

<</SYS>>

  Le petit prince était maintenant tout pâle de colère. [/INST] 15 -"
215,0,2,"[INST] <<SYS>>

<</SYS>>

  I marche derrière moi, pas assez vite car je I'entends couri de temps en temps. [/INST] 00:"
216,2,2,"[INST] <<SYS>>

<</SYS>>

  Mais toujours elle me répondai t : « C’est un chapeau. [/INST] 24/"
217,2,2,"[INST] <<SYS>>

<</SYS>>

  Qr'est-ce qu'il a mangé, le petit ? [/INST] 25/"
218,0,2,"[INST] <<SYS>>

<</SYS>>

  'Alors, dis-moi avec qui tu es venu!- - Aveç toi, PaPa! [/INST] 04/"
219,2,2,"[INST] <<SYS>>

<</SYS>>

  Vous êtes sûre que nous nous sommes déjà rencontrés ? [/INST] 24/"
220,0,2,"[INST] <<SYS>>

<</SYS>>

  Je reste à, j'aperçois un coin de satron, une vieille malle, un tapis blanq.J'attends un peu, puis, passant la tête dans l'encadrement de la porte, j'appelle: - S'il vous plaîtr madamè ! [/INST] 04/"
221,0,2,"[INST] <<SYS>>

<</SYS>>

  Il me répondit après un silence méditatif : – Ce qui est bien, avec la caisse que tu m’as donnée, c’est que, la nuit, ça lui servira de maison. [/INST] 04/"
222,2,2,"[INST] <<SYS>>

<</SYS>>

  Je ne veux pas d’un éléphant dans un boa. [/INST] 24/"
223,0,2,"[INST] <<SYS>>

<</SYS>>

  Je fais sþe au chaufleur, il ne s'arrête pas, il a déjà un client. [/INST] 04/"
224,2,2,"[INST] <<SYS>>

<</SYS>>

  Vous vous arrêtez à, où il y a le sens inter- ' dit, dis-je au chauffeur. [/INST] 20/"
225,2,2,"[INST] <<SYS>>

<</SYS>>

  Peut-être est-il foul Peut-on être fou à son âge? [/INST] 25/"
226,2,2,"[INST] <<SYS>>

<</SYS>>

  J’hésite aussi sur la couleur de son costume. [/INST] 24/"
227,2,2,"[INST] <<SYS>>

<</SYS>>

  Il pencha la tête vers le dessin : – Pas si petit que ça… Tiens ! [/INST] 20/"
228,3,2,"[INST] <<SYS>>

<</SYS>>

  Mais celle- là avait germé un jour, d’une graine apportée d’on ne sait où, et le pe tit prince avait surveillé de très près cette brin- dille qui ne ressemblait pas aux autres brindilles. [/INST] 30/"
229,0,2,"[INST] <<SYS>>

<</SYS>>

  Je serai bien dans mon lit ne trouve personne chez le gamin ?Je m’adresserai au concierge,j'iruchez les flics. [/INST] 04:"
230,4,2,"[INST] <<SYS>>

<</SYS>>

  » Elles vous demandent : « Quel âge a- t-il ? [/INST] 40 ans"
231,0,2,"[INST] <<SYS>>

<</SYS>>

  - Vous connaissez mon nomì Elle est tout près de moi maintenant. [/INST] 04/"
232,0,2,"[INST] <<SYS>>

<</SYS>>

  L’immobilité et la contemplation du plafond sont propices à mon travail, elles me permettent de songer tranquillement à mes personnages, de ni approcher d'eux, de leur toucher les cheverix.Je prétends en somme que je travaille même quand je ne fais rien - si intensément qu'en sortant du Iit je me sens parfois complètement. [/INST] 04/"
233,2,2,"[INST] <<SYS>>

<</SYS>>

  Je ne vois toujours personàe. [/INST] 29/"
234,0,2,"[INST] <<SYS>>

<</SYS>>

  Il y avait, sur une étoile, une planète, la mienne, la Terre, un petit prince à consoler ! [/INST] 04:"
235,3,2,"[INST] <<SYS>>

<</SYS>>

  Or mon petit bonhomme ne me semblait ni égaré, ni mort de fatigue, ni mort de faim, ni mort de soif, ni mort de peur. [/INST] 30/"
236,3,2,"[INST] <<SYS>>

<</SYS>>

  Et la grande per- sonne était bien contente de connaître un homme aussi raiso n- nable. [/INST] 30/"
237,0,2,"[INST] <<SYS>>

<</SYS>>

  Et il me fallut un grand effort d’intelligence pour comprendre à moi seul ce problème. [/INST] 04/"
238,2,2,"[INST] <<SYS>>

<</SYS>>

  Tu'aimerais qu' on te laisse tranquille. [/INST] 24."
239,3,2,"[INST] <<SYS>>

<</SYS>>

  Puis, sortant mon mouton de sa poche, il se plongea dans la conte m- plation de son trésor. [/INST] 30/"
240,3,3,"[INST] <<SYS>>

<</SYS>>

  Mais la plus cotéee, celle oir les gens qui se croyaient grands bourgeois envoyaient leurs enfants, était lécole des sæurs Rama, Valérie et Adélaïde. [/INST] 30/"
241,0,3,"[INST] <<SYS>>

<</SYS>>

  Sa description correspondait à la mienne. [/INST] 04/"
242,3,3,"[INST] <<SYS>>

<</SYS>>

  Comme chaque fois que j'étais dans I'embarras, je me tournai vers mon frère Alexandre qui s'était lui-même rebap- tisé Sandrino "" pour faire plus américain "". [/INST] 30/"
243,3,3,"[INST] <<SYS>>

<</SYS>>

  Elle était située dans une petite rue paisible, derrière la cathédrale Saint-Pierre-et-Saint- Paul, au rez-de-chaussée d'une maison haute et basse qui donnait sur une cour plantée de manguiers qui en toute saison ombrageaient les jeux des élèves. [/INST] 30/"
244,0,3,"[INST] <<SYS>>

<</SYS>>

  Ma mère, elle, désirait une file. [/INST] 04/"
245,0,3,"[INST] <<SYS>>

<</SYS>>

  Mes parents étaient-ils des aliénés ? [/INST] 04/"
246,3,3,"[INST] <<SYS>>

<</SYS>>

  Derrière lui, la femme fermait sa porte et toute lumière avait déjà disparu au rez-de-chaussée, ce qu,il ne put sèmpêcher de juger discourtoisae. [/INST] 30/"
247,0,3,"[INST] <<SYS>>

<</SYS>>

  La famille comptait déjà trois fllles et quatre garçons. [/INST] 04/"
248,0,3,"[INST] <<SYS>>

<</SYS>>

  Puis, il réapparut alors que, l'esprit oublieux, je sautais à cloche-pied en me marmonnant une histoire. [/INST] 04/"
249,3,3,"[INST] <<SYS>>

<</SYS>>

  Vers dix heures, Gitane chargée du ménage avait fini de promener son plumeau sur les meubles, de battre les tapis et de boire sa énièmes tasse de kiololo. [/INST] 30/"
250,0,3,"[INST] <<SYS>>

<</SYS>>

  Ma mère venait de fêter ses quarante-trois ans. [/INST] 04/"
251,3,3,"[INST] <<SYS>>

<</SYS>>

  Bien qu'il ne sourît pas, le visage du gendarme était emoreint d'une expression de courtoisie extrême et suavesa qui, encore une fois, déconcertait Herman. [/INST] 31/"
252,4,3,"[INST] <<SYS>>

<</SYS>>

  Tous méde- cins, avocats, ingénieurs, architectes. [/INST] 4/ Je"
253,0,3,"[INST] <<SYS>>

<</SYS>>

  En conséquence, je me réveillai une tout autre petite fille. [/INST] 04/"
254,0,3,"[INST] <<SYS>>

<</SYS>>

  C'est avec un sentiment de libération que vers deux heures de l'après-midi, après un baiser posé en vitesse sur le front moite, il quittait la chambre à coucher qui sentait la fleur d'oranger et l'asa fætidaa et qu'il retrouvait le grand soleil. [/INST] 04/"
255,0,3,"[INST] <<SYS>>

<</SYS>>

  Nos parents nous autorisaient à sortir autant que nous le voulions et même à fréquenter les autres enfants. [/INST] 05/"
256,3,3,"[INST] <<SYS>>

<</SYS>>

  Ma mère allait se résoudre à m'emmener consulter le doc- teur Mélas, car la constance de mon défire I'inquiétait, quand Adélaide Rama finit par remarquer un gamin qui tournait fréquemment autour de l'école aux heures de sortie. [/INST] 30/"
257,3,3,"[INST] <<SYS>>

<</SYS>>

  A le voir ainsi tellement peu disposé à s'inquiéter de son cas, Herman en vint à douter que ce pût être très différent le lendemain matin. [/INST] 30/"
258,4,3,"[INST] <<SYS>>

<</SYS>>

  Dans notre milieu, toutes les mères ffavaillaient, et c'était leur grande fierté. [/INST] 4/ Je"
259,3,3,"[INST] <<SYS>>

<</SYS>>

  Et le jeune homme ajouta complaisamment qu'Herman était le premier Parisien qu'il voyait sous la pluie d'automne, et dans ce froid mordant qui ne manquait jamais de tomber ici dès le premier septembre, pour ne s'en aller qu'aux environs du quinze juin. [/INST] 30/"
260,0,3,"[INST] <<SYS>>

<</SYS>>

  Vingt fois par jour, elle s'exclamait : - Mon Dieu ! [/INST] 01/"
261,4,3,"[INST] <<SYS>>

<</SYS>>

  Aujourd'hui, je me représente le spectacle peu courant que nous offrions, assis aux terrasses du Quartier latin dans le Paris morose de I'après-guerre. [/INST] 40."
262,2,3,"[INST] <<SYS>>

<</SYS>>

  Du reste vous rentrerez sans doute dès que vous aurez retrouvé votre famille, n’est-ce pas ? [/INST] 20/"
263,3,3,"[INST] <<SYS>>

<</SYS>>

  Ce manège dura, me semble-t-il, des semaines. [/INST] 30/"
264,0,3,"[INST] <<SYS>>

<</SYS>>

  Comme mon père était un ancien fonctionnairel et ma mère en exercice, ils bénéficiaient régulièrement d'un congé * en métropole, ysç leurs enfants. [/INST] 0"
265,3,3,"[INST] <<SYS>>

<</SYS>>

  Celui-ci soupira, puis se tourna vers le poêle pour se chauffer un peu le ventre. [/INST] 30/"
266,2,3,"[INST] <<SYS>>

<</SYS>>

  Sura an blan: Sura en blanc. [/INST] 25."
267,0,3,"[INST] <<SYS>>

<</SYS>>

  Ma mère jouissait d'une telle réputation que les sæurs Rama refusèrent dans un premier temps de me compter parmi les fillettes à qui elles apprenaient à chanter FrèreJacgues ou Savez-vous planter des cltoux. . [/INST] 0"
268,0,3,"[INST] <<SYS>>

<</SYS>>

  Ni plus sale ni plus en désordre qu'un autre. [/INST] 04/"
269,4,3,"[INST] <<SYS>>

<</SYS>>

  Être pris en flagrant délit d'ceuwe de chair (expr. [/INST] 4] Il"
270,3,3,"[INST] <<SYS>>

<</SYS>>

  Ayant dit, le gendarme s'inclina, son regard fixé sur les chaussures d'Herman. [/INST] 30 mars"
271,2,3,"[INST] <<SYS>>

<</SYS>>

  Pas de quoi ! [/INST] 25/"
272,2,3,"[INST] <<SYS>>

<</SYS>>

  Le pire est qu'i avait tout d'un enfant ordinaire. [/INST] 24/"
273,0,3,"[INST] <<SYS>>

<</SYS>>

  Bref, la gloire de leurs parents. [/INST] 04/"
274,3,3,"[INST] <<SYS>>

<</SYS>>

  Elles étaient pour la plupart institutrices et ressentaient le plus vif mépris pour les tâches manuelles qui avaient tellement défait leurs mères. [/INST] 3/ Pour"
275,2,3,"[INST] <<SYS>>

<</SYS>>

  C'est bon pour les jeunesses. [/INST] 24/"
276,3,3,"[INST] <<SYS>>

<</SYS>>

  Quand, vannées, elle arrivait à l'école, elle se laissait. [/INST] 30/"
277,2,3,"[INST] <<SYS>>

<</SYS>>

  Fonça dans la rue principale en direction de la gendarmerie. [/INST] 24/"
278,3,3,"[INST] <<SYS>>

<</SYS>>

  Elle revenait à elle-même: j'avais bougé dans son ventre. [/INST] 31/"
279,3,3,"[INST] <<SYS>>

<</SYS>>

  Un matin, elle se réveilla avec deux poteaux striés d'un lacis de veines gonflées qu'elle pouvait à peine bouger. [/INST] 30/"
280,2,3,"[INST] <<SYS>>

<</SYS>>

  Mais avez-vous des étrangers, l'automne ? [/INST] 24/"
281,0,3,"[INST] <<SYS>>

<</SYS>>

  On y admirait une famille noire américaine de huit enfants comme la nôtre. [/INST] 04/"
282,0,3,"[INST] <<SYS>>

<</SYS>>

  Ma mère, qui ne brillait pas par la patience, ne lésinait pas sur les talochesi. [/INST] 04/"
283,4,3,"[INST] <<SYS>>

<</SYS>>

  Certains d'entre eux n'ont jamais quitté Paris alors que nous connaissons le Mont-Saint-Michel, la Côte d'Azur et la Côte basque. [/INST] 4/ Je"
284,4,3,"[INST] <<SYS>>

<</SYS>>

  Entre ses jambes, moi, maigrichonne, enlaidie par cette mine boudeuse et excédée que je devais cultiver jusqu'à la fin de I'ado- lescence, jusqu'à ce que le sort qui frappe toujours trop durement les enfants ingratsao fasse de moi une orphe- line dès vingt ans. [/INST] 4. Il"
285,0,3,"[INST] <<SYS>>

<</SYS>>

  En apercevez-vous à une autre saison que le plein été ? [/INST] 04/"
286,3,3,"[INST] <<SYS>>

<</SYS>>

  L'odeur de ces fruits qui mûrissaient trop vite s'infil- . [/INST] 30."
287,1,3,"[INST] <<SYS>>

<</SYS>>

  Bientôt, pourtant, elles s'espacèrent et la laissèrent tranquille. [/INST] 15/"
288,3,3,"[INST] <<SYS>>

<</SYS>>

  Elle ajoutait en guise d'explication: Nous sommes plus instruits. [/INST] 30/"
289,0,3,"[INST] <<SYS>>

<</SYS>>

  L'un bourgeois, avec demoiselles déguisées et défiés de chars sur la place de la Victoire et l'autre, populaire, le seul qui importait. [/INST] 05/"
290,2,3,"[INST] <<SYS>>

<</SYS>>

  Papa et maman ont dit de venir. [/INST] 24/"
291,2,3,"[INST] <<SYS>>

<</SYS>>

  Enfin, où voulez-vous qu'elle soit allée par un temps pareil ? [/INST] 24/"
292,3,3,"[INST] <<SYS>>

<</SYS>>

  Mais aller quêter, alarmé, des nouvelles de Rose chez I'un ou chez l'autre, Herman sentait bien qu'il ne pouvait se le permettre, qu'il y aurait à comme une indécente incongruité, voire une grave transgression des règles de conduite en vigueur, dont cependant il ignorait la mettre, s'il commençait à en percevoir l'esprit. . [/INST] 30."
293,0,3,"[INST] <<SYS>>

<</SYS>>

  IJne personne aliénée est une personne qui cherche à être ce qu'elle ne peut pas être parce qu'elle n'aime pas être ce qu'elle est. [/INST] 00:"
294,3,3,"[INST] <<SYS>>

<</SYS>>

  Le jeune homme hocha la tête, le coin de ses lèvres s'étira mécaniquement en un sourire bienséante et formel. [/INST] 30/"
295,4,3,"[INST] <<SYS>>

<</SYS>>

  Pourquoi enviaient-ils si fort des gens qui de leur propre aveu ne leur arrivaient pas à la chevillele ? [/INST] 40/"
296,0,3,"[INST] <<SYS>>

<</SYS>>

  Ma mère qui, j'ignore pourquoi, n'aimait pas les sæurs Rama déplorait vivement que cette belle lignée s'apprête à s'éteindre. [/INST] 04/"
297,3,3,"[INST] <<SYS>>

<</SYS>>

  En fait, Ly avait deux carnavals. [/INST] 30/"
298,4,3,"[INST] <<SYS>>

<</SYS>>

  Ils possédaient tout naturellement cette identité française qui, malgré leur bonne mine, était niée, refusée à mes parents. [/INST] 40 ans"
299,0,3,"[INST] <<SYS>>

<</SYS>>

  Comme mon père, elles jugeaient qu'elle s'écoutait trop. [/INST] 04/"
300,3,3,"[INST] <<SYS>>

<</SYS>>

  Ma mère gardait le lit, montagne de chair sous les draps de toile brodée, dans la pénombre de sa chambre, car toutes les persiennes restaient fermées. [/INST] 30/"
301,3,3,"[INST] <<SYS>>

<</SYS>>

  Son fils, outré du malheur de sa mère et de I'injustice que notre famille lui avait faite, avatt pris la résolution de la venger. [/INST] 30/"
302,0,3,"[INST] <<SYS>>

<</SYS>>

  Après cela, je crois que ma sæur Thérèse fut chargée de nous mener chez les sceurs Rama. [/INST] 05/"
303,0,3,"[INST] <<SYS>>

<</SYS>>

  Qr'est-ce qui est passé dans le corps de cette enfant-là, non? [/INST] 04/"
304,1,3,"[INST] <<SYS>>

<</SYS>>

  C'est qu'une nouvelle jeunesse activait son sang, illuminait sa peau et ses yeux. [/INST] 15/"
305,0,3,"[INST] <<SYS>>

<</SYS>>

  Et moi, je ne compre- nais pas en vertu de quoi ces gens orgueilleux, contents d'eux-mêmes, notables dans leur pays, rivalisaient avec les garçons qui les servaient. [/INST] 0"
306,2,3,"[INST] <<SYS>>

<</SYS>>

  Le bâtiment était obscur. [/INST] 24/"
307,3,3,"[INST] <<SYS>>

<</SYS>>

  m'envoya valser à terre d'une bourrade dans le côté. [/INST] 30/"
308,0,3,"[INST] <<SYS>>

<</SYS>>

  Officiellement, moi, j'ai quitté mon service il y a une heure, j'ai éteint la lumière et d'habitude personne ne s'avises d'entrer dans un bâtiment obscur. [/INST] 05:"
309,0,3,"[INST] <<SYS>>

<</SYS>>

  D'enfant modèle, je devins répliqueuse et raisonneuse. [/INST] 04/"
310,3,3,"[INST] <<SYS>>

<</SYS>>

  sembla au professeur qu'elle renonçait à I'entendre mais tenait à manifester une inaltérable bonne volonté, en vertu peut-être de ce vieux devoir de courtoisie envers les visiteurs, indifférent à toute offense, quant respectait traditionnellement dans cette campagne, quoi quant éprouvât au fond de soi. [/INST] 30/"
311,3,3,"[INST] <<SYS>>

<</SYS>>

  Vers son septième mois, les jambes de ma mère commencèrent à enfler. [/INST] 30/"
312,4,3,"[INST] <<SYS>>

<</SYS>>

  A en prime, la Sainte-Chapelle et Versailles. [/INST] 4. -"
313,1,3,"[INST] <<SYS>>

<</SYS>>

  Pour I'heure, la nuit commençait de transformer le ciel en passoire étoilée. [/INST] 15/"
314,4,3,"[INST] <<SYS>>

<</SYS>>

  - Y a-t-il le moindre danger pour moi à demeurer plus longtemps ici ? [/INST] 4/ Je"
315,3,3,"[INST] <<SYS>>

<</SYS>>

  Au lieu d'un chemin direct, elle faisait des tours et des . [/INST] 30 -"
316,0,3,"[INST] <<SYS>>

<</SYS>>

  Je ne veux pas qu'on touche mon enfant! [/INST] 04:"
317,0,3,"[INST] <<SYS>>

<</SYS>>

  Du village ria jamais disparu, pour autant que je mène souvienne. [/INST] 01/"
318,1,3,"[INST] <<SYS>>

<</SYS>>

  Les gens de bien, chanceux, se massaient sur les balcons et leur lançaient des pièces à la volée. [/INST] 15-"
319,4,3,"[INST] <<SYS>>

<</SYS>>

  L'autre classe, celle des scélérats et des envieux qui ne cherchent qu'à leur nuire. [/INST] 4/ Je"
320,4,4,"[INST] <<SYS>>

<</SYS>>

  Vous aurez ensui te secondes pour répondre aux questions. [/INST] 4. Qu"
321,2,4,"[INST] <<SYS>>

<</SYS>>

  Il s'en contrefiche. [/INST] 29/"
322,4,4,"[INST] <<SYS>>

<</SYS>>

  Raconter tout serait impossible, car il faudrait alors un volume au moins par journée, pour énumérer les multitudes d'incidents insignifiants qui emplissent notre existence. [/INST] 4. Les"
323,0,4,"[INST] <<SYS>>

<</SYS>>

  - Ah, ben tiens, j’ai rencontré un genre de sorcier, tu vois, qui peut te faire devenir milliardaire. [/INST] 04/"
324,4,4,"[INST] <<SYS>>

<</SYS>>

  Vous expliquez qu elles sont selon vous la valeur et les limites des positions adopt ées par les écologistes, notamment quand elles entrent en conflit avec d’autres intérêts. [/INST] 4. Les"
325,4,4,"[INST] <<SYS>>

<</SYS>>

  En , pour éviter l'extinction, le parc national de Yellowstone (Wyoming) prend en charge vingt et un bisons : ils deviennent la première espèce animale protégée. [/INST] 4/ Le"
326,4,4,"[INST] <<SYS>>

<</SYS>>

  Acheter « équitable » est un acte de solidarité avec des fam illes de l’autre bout du monde qui vivent dans le plus grand dénuement. [/INST] 4/ Pour"
327,4,4,"[INST] <<SYS>>

<</SYS>>

  Exposé À partir des documents proposés, vous préparerez un exposé sur le thème i ndiqué, et vous le présenterez au jury. [/INST] 4/ Le"
328,0,4,"[INST] <<SYS>>

<</SYS>>

  Ils gardent deux résidences et cohabitent de temps en temps chez l'un ou chez l'autre.» Comme leurs enfants, en somme, auxquels ces jeunes se niors ressemblent furieusement. [/INST] 04/"
329,4,4,"[INST] <<SYS>>

<</SYS>>

  Les plantations de forêt c’est l'un des points essentiels du protocole de Kyoto. [/INST] 4/ Pour"
330,5,4,"[INST] <<SYS>>

<</SYS>>

  Il faut admettre avec un égal intérêt ces théories d'art si différentes et juger les oeuvres qu'elles produisent uniquement au point de vue de leur valeur artistique en acceptant a priori les idées générales d'où elles sont nées. [/INST] 5. La"
331,4,4,"[INST] <<SYS>>

<</SYS>>

  Un débat public et démocratique est donc nécessaire ! [/INST] 4. Les"
332,4,4,"[INST] <<SYS>>

<</SYS>>

  qu’est-ce qui doit guider un écrivain dans le choix de faire une oeuvre soit poétique, soit réaliste ? [/INST] 4: Je"
333,4,4,"[INST] <<SYS>>

<</SYS>>

  Cette attaque est menée par des gens qui en savent peu sur la vie du Grand Nord, qui sont eux mêmes très loin du monde des animaux et qui ont le luxe de différentes options quant à la façon dont ils souhaitent eux-mêmes vivre. [/INST] 4/ Je"
334,4,4,"[INST] <<SYS>>

<</SYS>>

  En revanche, les Etats pourront re fuser l'utilisation de ces arbres OGM en fonction de leur législation. [/INST] 4.2"
335,4,4,"[INST] <<SYS>>

<</SYS>>

  J'en conclus que les Réalistes de talent devraient s'appeler plutôt des Illusionnistes. [/INST] 4/ Je"
336,4,4,"[INST] <<SYS>>

<</SYS>>

  Paul Boury, ans, conseiller en communication doté d'un carnet d'adresses en or, est de ces quinquas heureux. [/INST] 4/0"
337,4,4,"[INST] <<SYS>>

<</SYS>>

  Malgré la supériorité scolaire des filles, les enseignants eux-mêmes reproduisent les clichés sexistes, en favorisant inconsciemment les garçons. [/INST] 4% des"
338,4,4,"[INST] <<SYS>>

<</SYS>>

  De la même manière, on assiste aujourd'hui à la naissance d' un nouvel âge, analyse le sociologue Jean Viard, ans. [/INST] 4/ Pour"
339,4,4,"[INST] <<SYS>>

<</SYS>>

  Les garçons redoublent davantage, sont plus souvent orientés par défaut vers les filières professionnelles, loupent plus fréquemment leur bac: leur taux de réussite à l'examen est, en moyenne, inférieur de points à celui des filles. [/INST] 4/ Les"
