Sentence,Difficulty,Simplified
"La vraie science consiste, en tout genre, dans les relations exactes établies entre les faits observés, afin de déd uire, du moindre nombre possible de phénomènes fondamentaux, la suite la plus étendue de phénomènes secondaires, en renonçant absolument à la vaine enquête des causes et des essences.",C2,"La vraie science consiste à établir des relations précises entre les faits observés pour déduire les phénomènes secondaires à partir de peu de phénomènes fondamentaux, sans chercher les causes et les essences."
Elle avait subi son époux sans ardeur et sans répugnance.,C2,Elle avait accepté son mari sans vraiment aimer ça.
"Après avoir suffisamment caractérisé, par les d iverses parties de ce discours, toutes les considérations fondamentales relatives à l'ensemble de la philosophie chimique, il me reste, enfin, à l'envisager très sommairement sous son dernier aspect essentiel, quant au principe de division rationnelle prop re à la science chimique.",C2,"Après avoir analysé en détail toutes les parties de ce discours, je peux maintenant voir clairement les idées fondamentales de la philosophie chimique. Enfin, je vais les résumer rapidement sous son aspect final, qui concerne le principe de division rationnelle important pour la science chimique."
"Tout corps qui a été décomposé doit, évidemment, être conçu, par cela même, comme suscep tible d'une recomposition, d'ailleurs plus ou moins difficile et quelquefois presque impossible à réaliser.",C2,"Si un objet a été pris appart, il faut le considérer comme capable de se reformer, bien que cela puisse être difficile ou presque impossible à faire."
"Inversement, les régions tempérées lointaines n'intéressent que médiocrement les colonisateurs jusqu'à l'explosion démographique du Vieux Continent au XIXe siècle, moment où les ""pays neufs"" deviennent des prolongements européens.",C2,"Au contraire, les régions tempérées lointaines ne sont pas très intéressantes pour les colonisateurs avant que l'Europe ne se multiplie beaucoup au 19ème siècle, moment où ces nouveaux pays deviennent comme des parties de l'Europe."
"Dzinkowski, (Dzinkowski, 2000), certaines études estiment que 50 à 90% de la valeur créée par les entreprises provient de l'exploitation de leurs actifs intellectuels",C2,"Selon Dzinkowski en 2000, beaucoup de chercheurs pensent que jusqu'à 90% de la valeur des entreprises vient de leur utilisation de leurs idées et inventions (Dzinkowski, 2000)."
"La réflexion sur la négation, sur ""le rien absolu que la philosophie doit reconnailre avant tout""",C2,"Penser à ce qui n'existe pas, à l'absolu, c'est ce que la philosophie doit faire avant tout."
"D'autres philosophes contemporains dont la direction était beauco up plus positive, et parmi lesquels il faut surtout distinguer l'illustre Cuvier, ont puisé, dans l'histoire naturelle, une objection fort spécieuse, et néanmoins très insuffisante, contre la simplicité réelle de la plupart des élémens admis aujourd'hui pa r les chimistes.",C2,"Certains philosophes modernes qui avaient une approche plus positive de la nature ont utilisé l'histoire naturelle pour critiquer l'idée que la plupart des éléments chimiques sont simples. Parmi eux, Cuvier est le plus célèbre. Cette objection est assez précise, mais pas suffisante."
"Dès que j'eus dégusté mon repas, je me sentis apaisé.",C2,"Dès que j'ai mangé, j'ai ressenti un calme."
"En comparant ceuxci aux faits astronomiques, j'ai démontré, dans le volume précédent, que leur généralité est moindre, parce que, propres à tous les corps, ils ne s'y manifestent point cependant dans toutes les circonstances, leur développement étant toujours soumis à certaines conditions.",C2,"En comparant ces phénomènes aux événements astronomiques, j'ai montré dans le livre précédent qu'ils sont moins généraux, car ils ne se produisent pas dans toutes les situations, car ils dépendent toujours de certaines conditions."
"La géologie actuelle, si informe qu'elle soit, doit nous faire clairement pressentir la manifestation future, et peutêtre prochaine, d'une semblable nécessité, qu'un vague instinct avait probablement révélé e aux philosophes de l'âge théologique, au milieu de leurs chimériques et pourtant opiniâtres rapprochemens entre l'astrologie et l'alchimie.",C2,"La géologie actuelle, malgré son manque d'informations, nous montre que nous devons faire face à une situation similaire dans le futur, et peut-être bientôt. Les philosophes de l'âge théologique devaient peut-être en avoir une idée grâce à un instinct vague, alors qu'ils cherchaient à relier l'astrologie et l'alchimie."
"Après avoir suffisamment considéré, du point de vue philosophique, le véritable but général de la science chimique, et les moyens fondamentaux d'exploration qui lui sont propres, l'ordre naturel des idées principales relatives à cette leçon nous conduit à examiner rapidement la position encyclopédique de la chimie, c'estàdire à justifier, d'une manière directe et spéciale, quoique sommaire, le rang que j'ai dû lui assigner dans la hiérarchie scientifique établie au début de ce traité.",C2,"Après avoir réfléchi à la philosophie de la chimie, on peut voir comment elle se situe dans l'ensemble des sciences et comment elle est explorée. Cela nous aide à comprendre où elle se place dans la hiérarchie des sciences et comment elle est étudiée."
J'étais également incapable de distraction et d'étude.,C2,Je ne pouvais pas me détendre et apprendre en même temps.
"On ne doit pas craindre d'attribuer aujourd'hui, en partie, au défaut habituel d'accomplissement de cette indispensable condition, le peu de rationnalité, de rigueur, et de liaison que les bons esprits remarque nt si péniblement dans la plupart des travaux chimiques.",C2,Il est important de ne pas craindre de dire que certains travaux scientifiques ne sont pas aussi bien organisés et logiques qu'ils devraient l'être en raison de manquements courants à une condition essentielle.
"On ne saurait méconnaître, en sc rutant philosophiquement ce sujet, que toute cette doctrine des affinités n'est réellement, dans son esprit originaire, qu'une tentative, nécessairement vaine, pour concevoir la nature intime des phénomènes chimiques, aussi radicalement inaccessible que le s essences analogues qu'on cherchait autrefois, par des procédés semblables, envers les phénomènes plus simples.",C2,"Il est évident que, en examinant cette idée de similitudes de près, on ne peut pas manquer de voir que cette théorie n'est en réalité qu'une tentative, qui échoue, de comprendre la nature des réactions chimiques, aussi profonde que les essences qu'on cherchait autrefois pour les phénomènes plus simples."
"Finalement, il est aussi question de scepticisme, réalisation du stoïcisme, et décriant l'être autre comme subjectif et remettant donc en cause son aspect véridique et absolu",C2,"Finalement, il y a aussi du scepticisme, on parle de stoïcisme et on dit que penser que quelque chose est vrai dépend de qui le pense."
"Telles sont les principales considérations philosophiques que je devais indiquer dans ce discours sur la nature et l'esprit de la science chim ique, sur les moyens fondamentaux d'investigation qui lui sont propres, sur sa vraie position encyclopédique, sur le genre et le degré de perfection dont elle est, en général, susceptible, sur les hautes propriétés philosophiques qui la caractérisent sous le double point de vue de la méthode et de la doctrine, et, enfin, sur le mode de division rationnelle qui lui convient.",C2,"Il y a plusieurs idées importantes à aborder dans mon discours sur la chimie, comme comment elle cherche à comprendre le monde, où elle se situe par rapport aux autres sciences, si elle est parfaite, comment elle pense et comment elle est organisée."
"Note : (retour) Une telle discussion serait, sans doute, peu nécessaire pour les esprits français, puissamment garantis, par les défauts comme par les qualités caractéristiques de notre génie national, contre toute invasion sérieuse du naturisme germanique.",C2,"Note : (retour) Les Français, avec leur génie national, sont très résistants aux idées étrangères, même si elles ont des points forts et des défauts."
On définit une contrainte comme étant est une chose imposée par l'extérieur contre la volonté d'un individu,C2,Une contrainte est quelque chose qui vient de l'extérieur et qui n'est pas choisie par une personne.
"Il serait inutile d'insister davantag e aujourd'hui pour faire sentir qu'on ne saurait concevoir de chimie vraiment scientifique sans lui donner, préalablement, l'ensemble de la physique pour base générale.",C2,Il serait inutile de répéter que la chimie scientifique ne peut être comprise sans avoir d'abord appris la physique en profondeur.
"Parmi les sciences où l'immense multitude des sujets considérés excite spontanément à la formation des nomenclatures spéciales, la chimie est la seule où, par sa nature, les phénomènes soient assez simples, assez uniformes, et en même temps, assez détermin és, pour que la nomenclature rationnelle puisse être à la fois claire, rapide et complète, de façon à contribuer profondément au progrès général de la science.",C2,"Dans les sciences où il y a beaucoup de sujets à étudier, la chimie est unique car elle a des phénomènes simple et réguliers, ce qui permet de classer tout ce qu'on apprend de manière claire, rapide et complète, ce qui aide beaucoup à avancer dans la science."
"Sous ce rapport philosophique, la physique ellemême, en vertu de sa moindre perfection nécessaire , ne saurait jamais avoir, pour les chimistes, autant d'utilité que l'astronomie, malgré ses relations bien plus intimes et plus étendues.",C2,"Selon cette approche philosophique, la physique elle-même, en raison de sa moindre perfection nécessaire, ne peut jamais avoir pour les chimistes autant d'utilité que l'astronomie, malgré ses relations bien plus étroites et plus étendues."
"La série qui en dérive paraît jusqu'ici devoir être essentiellem ent conforme à l'ensemble des propriétés connues, soit des élémens euxmêmes, soit de leurs principaux composés.",C2,"La série qui en découle semble jusqu'à présent devoir être conforme à toutes les propriétés connues, soit des éléments eux-mêmes, soit de leurs principaux composés."
"Enfin, il faudrait, ce me semble, constater directement, avant tout, la réalité du point de départ, c'estàdire examiner s'il existe, en effet, entre les divers élémens, un ordre constant d'électrisation , qui se maintienne invariablement dans toutes les circonstances extérieures, et dans tous les états d'agrégation, et surtout dans tous les modes de décomposition: or, cet indispensable examen n'a pas encore été convenablement entrepris, et peutêtre même a ton lieu de craindre que son résultat général ne fût contraire au principe proposé.",C2,"Enfin, il est important de constater la réalité de départ, c'est-à-dire de vérifier si les différents éléments sont effectivement organisés de manière constante, quelle que soit la situation extérieure ou l'état dans lequel ils se trouvent. Malheureusement, cette vérification n'a pas encore été effectuée de manière approfondie, et il se peut que les résultats ne soient pas conformes à l'idée initiale."
"Nous devons surtout, par le motif cidessus indiqué, nous attacher ici à la première comparaison.",C2,"Il est essentiel, selon l'argument précédent, de se concentrer sur la première comparaison ici."
Malheureusement l'admirable extension de la puissance chimique dans le siècle actuel a beaucoup plus porté jusqu'ici sur les facultés analytiques que sur les moyens synthétiques; en sorte que ces deux voies sont encore très loin de conserver entre ell es une exacte et constante harmonie.,C2,"Malheureusement, l'extension de la chimie aujourd'hui a plus développé l'analyse que la synthèse, donc ces deux domaines sont loin d'être en équilibre."
"Le grand exemple général des substances dites organiques, dont la théorie chimique est si compliquée malgré le petit nombre de leurs élémens, peut, sans doute, conduire à penser qu'une telle réduction n'offrirait point, pour le perfectionnement de l'ensemble des connaissances chimiques, d'aussi grands avantages qu'on le suppose communément.",C2,"La grande diversité des substances organiques, qui sont complexes malgré leur faible nombre d'éléments, pourrait faire croire que simplifier leur théorie chimique ne donnerait pas aussi beaucoup d'avantages pour comprendre mieux la chimie."
"Le marquis professait une haine vigoureuse pour les lumières : ce sont les idées, disait-il, qui ont perdu l'Italie ; il ne savait trop comment concilier cette sainte horreur de l'instruction, avec le désir de voir son fils Fabrice perfectionner l'éducation si brillamment commencée chez les jésuites.",C2,"Le marquis détestait vivement les idées, il disait que c'est elles qui ont perdu l'Italie. Il ne savait pas comment concilier cette haine de l'éducation avec le souhait de voir son fils Fabrice continuer à apprendre chez les jésuites."
"Quelque opinion qu'on adopte sur l'origine de notre constitution terrestre, on peut, ce me semble, admettre, en effet, comme assez plausible, quoique nullement susceptible de démonstratio n véritable, sinon la répartition nécessairement presque uniforme des divers élémens, du moins que leur abondance doit être beaucoup moins inégale, dans l'ensemble du globe, que ne paraît l'indiquer jusque ici l'exploration de sa surface.",C2,"Quelle que soit l'idée que l'on a sur la façon dont notre planète a été créée, il est probable, à mon avis, de penser que les différents éléments sont répartis de manière presque uniforme sur la Terre, même si cela n'est pas tout à fait démontré."
M. Ampère paraît être le premier qui ait dignement signalé l'importance d 'une semblable recherche: et tel est le principal mérite du travail remarquable qu'il publia sur ce sujet en .,C2,M. Ampère a été le premier à montrer l'importance de cette recherche et c'est le principal avantage de son excellent livre sur ce sujet.
"Lorsqu'elle me vit, ses paroles s'arrêtèrent sur ses lèvres ; elle demeura tout interdite ?",C2,"Quand elle me voit, elle se tait tout de suite, elle ne dit rien."
