Original,Difficulty,Simplified_0,Similarity_0,Difficulty_0,Simplified_1,Similarity_1,Difficulty_1,Simplified_2,Similarity_2,Difficulty_2,Simplified_3,Similarity_3,Difficulty_3,Simplified_4,Similarity_4,Difficulty_4,Simplified_5,Similarity_5,Difficulty_5,Simplified_6,Similarity_6,Difficulty_6,Simplified_7,Similarity_7,Difficulty_7,Simplified_8,Similarity_8,Difficulty_8,Simplified_9,Similarity_9,Difficulty_9
"Cependant, les bougies de l'orchestre s'allumèrent; le lustre descendit du plafond, versant, avec le rayonnement de ses facettes, une gaieté subite dans la salle; puis les musiciens entrèrent les uns après les autres, et ce fut d'abord un long charivari de basses ronflant, de violons grinçant, de pistons trompétant, de flûtes et de flageolets qui piaulaient.",C2,"Malgré tout, les bougies de l'orchestre se sont allumées. Le lustre est descendu du plafond, projetant une lumière colorée dans la salle. Ensuite, les musiciens sont entrés un par un, commençant par un grand bruit de basses, de violons, de trompettes et de flûtes.",0.93903935,B2,"Malgré quelques problèmes, les musiciens ont pu jouer. Un grand lustre a éclairé la salle et les musiciens sont entrés un à un, commençant par des instruments de basse, de violon, de trompette et de flûte.",0.89928997,B2,"Malgré quelques problèmes, les musiciens ont joué. Une grande lampe a éclairé la salle et les musiciens sont entrés un à un, commençant par des guitares, des trompettes et des flûtes.",0.90461457,B2,"Malgré quelques problèmes, les musiciens ont joué. Une grande lampe a éclairé la salle et les musiciens sont entrés un à un, commençant par des guitares, des trompettes et des flûtes.",0.90461457,B2,"Malgré quelques problèmes, les musiciens ont joué. Une grande lampe a éclairé la salle et les musiciens sont entrés un à un, commençant par des guitares, des trompettes et des flûtes.",0.90461457,B2,"Malgré quelques problèmes, les musiciens ont joué. Une grande lampe a éclairé la salle et les musiciens sont entrés un à un, commençant par des guitares, des trompettes et des flûtes.",0.90461457,B2,"Malgré quelques problèmes, les musiciens ont joué. Une grande lampe a éclairé la salle et les musiciens sont entrés un à un, commençant par des guitares, des trompettes et des flûtes.",0.90461457,B2,"Malgré quelques problèmes, les musiciens ont joué. Une grande lampe a éclairé la salle et les musiciens sont entrés un à un, commençant par des guitares, des trompettes et des flûtes.",0.90461457,B2,"Malgré quelques problèmes, les musiciens ont joué. Une grande lampe a éclairé la salle et les musiciens sont entrés un à un, commençant par des guitares, des trompettes et des flûtes.",0.90461457,B2,"Malgré quelques problèmes, les musiciens ont joué. Une grande lampe a éclairé la salle et les musiciens sont entrés un à un, commençant par des guitares, des trompettes et des flûtes.",0.90461457,B2
"Lorsque, par exemple, l'action de l'acide sulfurique détermine, à la température ordinaire, la subite décomposition, alors impossible sans un tel secours, de l'eau par le fer, de façon à dégager l'hydrogène, on attribue communément ce remarquable phénomène à l'affinité de l'acide sulfurique pour l'oxide de fer qui tend à se former: et il en est de même dans une foule de cas analogues.",C2,"Quand l'acide sulfurique réagit avec l'eau et le fer à la température normale, il libère de l'hydrogène rapidement. On dit que c'est parce que l'acide sulfurique aime beaucoup réagir avec l'oxygène de fer. Cela se passe dans beaucoup d'autres cas aussi.",0.91402596,B1,"Quand l'acide sulfurique se mélange avec de l'eau et du fer, il donne de l'hydrogène vite. C'est parce que l'acide sulfurique aime beaucoup réagir avec l'oxygène du fer. Cela se passe souvent avec d'autres substances aussi.",0.92101777,B1,"Quand l'acide sulfurique se mélange avec de l'eau et du fer, il donne de l'hydrogène vite. C'est parce que l'acide sulfurique aime beaucoup réagir avec l'oxygène du fer. Ça se passe aussi avec d'autres substances.",0.9087329,B1,"Quand l'acide sulfurique se mélange avec de l'eau et du fer, il donne de l'hydrogène vite. C'est parce que l'acide sulfurique aime beaucoup réagir avec l'oxygène du fer. Ça se passe aussi avec d'autres substances.",0.908733,B1,"Quand l'acide sulfurique se mélange avec de l'eau et du fer, il donne de l'hydrogène vite. C'est parce que l'acide sulfurique aime beaucoup réagir avec l'oxygène du fer. Ça se passe aussi avec d'autres substances.",0.908733,B1,"Quand l'acide sulfurique se mélange avec de l'eau et du fer, il donne de l'hydrogène vite. C'est parce que l'acide sulfurique aime beaucoup réagir avec l'oxygène du fer. Ça se passe aussi avec d'autres substances.",0.908733,B1,"Quand l'acide sulfurique se mélange avec de l'eau et du fer, il donne de l'hydrogène vite. C'est parce que l'acide sulfurique aime beaucoup réagir avec l'oxygène du fer. Ça se passe aussi avec d'autres substances.",0.908733,B1,"Quand l'acide sulfurique se mélange avec de l'eau et du fer, il donne de l'hydrogène vite. C'est parce que l'acide sulfurique aime beaucoup réagir avec l'oxygène du fer. Ça se passe aussi avec d'autres substances.",0.908733,B1,"Quand l'acide sulfurique se mélange avec de l'eau et du fer, il donne de l'hydrogène vite. C'est parce que l'acide sulfurique aime beaucoup réagir avec l'oxygène du fer. Ça se passe aussi avec d'autres substances.",0.908733,B1,"Quand l'acide sulfurique se mélange avec de l'eau et du fer, il donne de l'hydrogène vite. C'est parce que l'acide sulfurique aime beaucoup réagir avec l'oxygène du fer. Ça se passe aussi avec d'autres substances.",0.908733,B1
"Kassák témoigne du lourd protocole d'admission aux asiles de nuit, lieux de charité recherchés, tant la perspective d'une nuit sans toit sur la tête est éprouvante, mais aussi craints pour les mauvais traitements qu'on y subit.",C2,"Kassák parle de la dure procédure pour entrer dans les maisons de nuit, où les gens vont pour avoir un endroit à dormir, mais ils sont aussi peureux parce qu'ils ont souvent des mauvais traitements là-dedans.",0.9303028,B1,Kassák dit que entrer dans les maisons de nuit est difficile et que les gens y vont parce qu'ils n'ont pas où dormir. Mais ils sont aussi peureux parce qu'ils sont souvent maltraités là-dedans.,0.88195485,B1,Kassák dit que entrer dans les maisons de nuit est difficile et que les gens y vont parce qu'ils n'ont pas où dormir. Ils sont aussi peureux parce qu'ils sont souvent maltraités là-dedans.,0.8793097,B1,Kassák dit que entrer dans les maisons de nuit est difficile et que les gens y vont parce qu'ils n'ont pas où dormir. Ils sont aussi peureux parce qu'ils sont souvent maltraités là-dedans.,0.8793098,B1,Kassák dit que entrer dans les maisons de nuit est difficile et que les gens y vont parce qu'ils n'ont pas où dormir. Ils sont aussi peureux parce qu'ils sont souvent maltraités là-dedans.,0.8793098,B1,Kassák dit que entrer dans les maisons de nuit est difficile et que les gens y vont parce qu'ils n'ont pas où dormir. Ils sont aussi peureux parce qu'ils sont souvent maltraités là-dedans.,0.8793098,B1,Kassák dit que entrer dans les maisons de nuit est difficile et que les gens y vont parce qu'ils n'ont pas où dormir. Ils sont aussi peureux parce qu'ils sont souvent maltraités là-dedans.,0.8793098,B1,Kassák dit que entrer dans les maisons de nuit est difficile et que les gens y vont parce qu'ils n'ont pas où dormir. Ils sont aussi peureux parce qu'ils sont souvent maltraités là-dedans.,0.8793098,B1,Kassák dit que entrer dans les maisons de nuit est difficile et que les gens y vont parce qu'ils n'ont pas où dormir. Ils sont aussi peureux parce qu'ils sont souvent maltraités là-dedans.,0.8793098,B1,Kassák dit que entrer dans les maisons de nuit est difficile et que les gens y vont parce qu'ils n'ont pas où dormir. Ils sont aussi peureux parce qu'ils sont souvent maltraités là-dedans.,0.8793098,B1
"Pour presque chaque pays, on peut en gros dessiner le schéma suivant: la cour est normalement le centre du goût, des manières et des idées venues de France et certaines de ces attitudes sont imitées par les solliciteurs qui gravitent autour de l'aristocratie et le haut personnel domestique.",C2,"Pour la plupart des pays, on peut dire que la culture française a beaucoup d'influence sur la manière de vivre et de penser. Les gens qui veulent être comme les riches et les aristocrates adoptent souvent ces habitudes.",0.87973356,B1,Beaucoup de pays ont beaucoup à voir avec la France et comment vivre et penser. Les gens qui veulent être comme les riches et les nobles adoptent souvent ces habitudes.,0.92589283,B1,Beaucoup de pays ont des choses en commun avec la France et comment vivre et penser. Les gens qui veulent être comme les riches et les nobles adoptent souvent ces habitudes.,0.9316032,B1,Beaucoup de pays ont des choses en commun avec la France et comment vivre et penser. Les gens qui veulent être riches et nobles adoptent souvent ces habitudes.,0.9244575,B1,Beaucoup de pays ont des choses en commun avec la France et comment vivre et penser. Les gens qui veulent être riches et nobles adoptent souvent ces habitudes.,0.9244575,B1,Beaucoup de pays ont des choses en commun avec la France et comment vivre et penser. Les gens qui veulent être riches et nobles adoptent souvent ces habitudes.,0.92445743,B1,Beaucoup de pays ont des choses en commun avec la France et comment vivre et penser. Les gens qui veulent être riches et nobles adoptent souvent ces habitudes.,0.9244575,B1,Beaucoup de pays ont des choses en commun avec la France et comment vivre et penser. Les gens qui veulent être riches et nobles adoptent souvent ces habitudes.,0.92445743,B1,Beaucoup de pays ont des choses en commun avec la France et comment vivre et penser. Les gens qui veulent être riches et nobles adoptent souvent ces habitudes.,0.92445743,B1,Beaucoup de pays ont des choses en commun avec la France et comment vivre et penser. Les gens qui veulent être riches et nobles adoptent souvent ces habitudes.,0.92445743,B1
Son acte serait donc déterminé par une extériorité,C2,Son action serait donc influencée par ce qui se passe autour de lui.,0.7542453,B1,"Si elle agit, ça dépend de ce qui se passe autour d'elle.",0.6088611,B1,"Si elle fait quelque chose, cela dépend de ce qui se passe autour d'elle.",0.5796127,A2,"Si elle fait quelque chose, cela dépend de ce qui se passe autour d'elle.",0.5796127,A2,"Si elle fait quelque chose, cela dépend de ce qui se passe autour d'elle.",0.5796127,A2,"Si elle fait quelque chose, cela dépend de ce qui se passe autour d'elle.",0.5796127,A2,"Si elle fait quelque chose, cela dépend de ce qui se passe autour d'elle.",0.5796127,A2,"Si elle fait quelque chose, cela dépend de ce qui se passe autour d'elle.",0.5796127,A2,"Si elle fait quelque chose, cela dépend de ce qui se passe autour d'elle.",0.5796127,A2,"Si elle fait quelque chose, cela dépend de ce qui se passe autour d'elle.",0.5796127,A2
"Face à ce problème social, il préconise de réduire le temps de travail, de repenser la distribution des richesses autrement que sur la base de la production et de développer davantage ce qu'il appelle le ""tiers secteur"", autrement dit l'économie sociale et la sphère associative qui oeuvrent au bien-être d'autrui.",C2,"Pour résoudre ce problème social, il faut travailler moins, partager les richesses autrement et développer davantage l'économie sociale et les associations qui aident les autres.",0.9260493,B2,"Pour aider les gens, il faut travailler moins, partager mieux et soutenir les organisations qui aident les autres.",0.8292314,B2,"Pour aider les gens, il faut travailler moins, partager plus et soutenir les groupes qui aident les autres.",0.82265884,B1,"Pour aider les gens, il faut travailler moins, partager plus et soutenir les groupes qui aident les autres.",0.8226589,B1,"Pour aider les gens, il faut travailler moins, partager plus et soutenir les groupes qui aident les autres.",0.8226589,B1,"Pour aider les gens, il faut travailler moins, partager plus et soutenir les groupes qui aident les autres.",0.8226589,B1,"Pour aider les gens, il faut travailler moins, partager plus et soutenir les groupes qui aident les autres.",0.8226589,B1,"Pour aider les gens, il faut travailler moins, partager plus et soutenir les groupes qui aident les autres.",0.8226589,B1,"Pour aider les gens, il faut travailler moins, partager plus et soutenir les groupes qui aident les autres.",0.8226589,B1,"Pour aider les gens, il faut travailler moins, partager plus et soutenir les groupes qui aident les autres.",0.8226589,B1
"Un homme qui n'avait point été baptisé, un bon anabaptiste, nommé Jacques, vit la manière cruelle et ignominieuse dont on traitait ainsi un de ses frères, un être à deux pieds sans plumes, qui avait une âme.",C2,"Un homme qui n'était pas baptisé, un bon anabaptiste, s'appelait Jacques. Il vit comment on traitait un autre homme sans plumes, qui avait un âme.",0.9762284,B2,"Un homme qui n'a pas été baptisé, un bon anabaptiste, s'appelait Jacques. Il aimait bien traiter un autre homme sans plumes, qui avait un cœur gentil.",0.96950215,B1,"Un homme qui n'a pas été baptisé, un bon anabaptiste, s'appelait Jacques. Il aimait bien traiter un autre homme sans plumes, qui avait un cœur gentil.",0.96950215,B1,"Un homme qui n'a pas été baptisé, un bon anabaptiste, s'appelait Jacques. Il aimait bien traiter un autre homme sans plumes, qui avait un cœur gentil.",0.96950215,B1,"Un homme qui n'a pas été baptisé, un bon anabaptiste, s'appelait Jacques. Il aimait bien traiter un autre homme sans plumes, qui avait un cœur gentil.",0.96950215,B1,"Un homme qui n'a pas été baptisé, un bon anabaptiste, s'appelait Jacques. Il aimait bien traiter un autre homme sans plumes, qui avait un cœur gentil.",0.96950215,B1,"Un homme qui n'a pas été baptisé, un bon anabaptiste, s'appelait Jacques. Il aimait bien traiter un autre homme sans plumes, qui avait un cœur gentil.",0.96950215,B1,"Un homme qui n'a pas été baptisé, un bon anabaptiste, s'appelait Jacques. Il aimait bien traiter un autre homme sans plumes, qui avait un cœur gentil.",0.96950215,B1,"Un homme qui n'a pas été baptisé, un bon anabaptiste, s'appelait Jacques. Il aimait bien traiter un autre homme sans plumes, qui avait un cœur gentil.",0.96950215,B1,"Un homme qui n'a pas été baptisé, un bon anabaptiste, s'appelait Jacques. Il aimait bien traiter un autre homme sans plumes, qui avait un cœur gentil.",0.96950215,B1
"Il n'était pas comme tant de gens qui par paresse ou sentiment résigné de l'obligation que crée la grandeur sociale de rester attaché à un certain rivage, s'abstiennent des plaisirs que la réalité leur présente en dehors de la position mondaine où ils vivent cantonnés jusqu'à leur mort, se contentant de finir par appeler plaisirs, faute de mieux, une fois qu'ils sont parvenus à s'y habituer, les divertissements médiocres ou les supportables ennuis qu'elle renferme.",C2,"Beaucoup de gens restent attachés à leur classe sociale sans vraiment vivre la vie qui les entoure, et ils finissent par considérer les distractions médiocres comme des plaisirs.",0.914545,B2,Beaucoup de personnes ne quittent pas leur groupe social et ne vivent pas vraiment ce qui se passe autour d'eux. Ils pensent que les choses qui les distraient sont amusantes.,0.8834357,B1,Beaucoup de gens restent avec leurs amis et ne voient pas ce qui se passe autour d'eux. Ils pensent que les choses qui les distraient sont amusantes.,0.8650582,B1,Beaucoup de personnes restent avec leurs amis et ne voient pas ce qui se passe autour d'eux. Ils pensent que les choses qui les distraient sont amusantes.,0.86584735,B1,Beaucoup de gens restent avec leurs amis et ne voient pas ce qui se passe autour d'eux. Ils pensent que les choses qui les distraient sont amusantes.,0.8650582,B1,Beaucoup de personnes restent avec leurs amis et ne voient pas ce qui se passe autour d'eux. Ils pensent que les choses qui les distraient sont amusantes.,0.86584735,B1,Beaucoup de gens restent avec leurs amis et ne voient pas ce qui se passe autour d'eux. Ils pensent que les choses qui les distraient sont amusantes.,0.8650582,B1,Beaucoup de personnes restent avec leurs amis et ne voient pas ce qui se passe autour d'eux. Ils pensent que les choses qui les distraient sont amusantes.,0.86584735,B1,Beaucoup de gens restent avec leurs amis et ne voient pas ce qui se passe autour d'eux. Ils pensent que les choses qui les distraient sont amusantes.,0.8650582,B1,Beaucoup de personnes restent avec leurs amis et ne voient pas ce qui se passe autour d'eux. Ils pensent que les choses qui les distraient sont amusantes.,0.86584735,B1
Les unes constituent le fondement commun de toute existence matérielle; c'est surtout par les autres que les individualités se prononcent.,C2,"Les éléments de base sont ce qui fait vivre tout ce qui existe, mais c'est par rapport aux autres que les personnes se distinguent.",0.9336164,B1,"Les choses importantes pour vivre sont les mêmes pour tout le monde, mais les gens sont différents par ce qu'ils font.",0.8822831,B1,"Les choses essentielles pour vivre sont les mêmes pour tout le monde, mais les gens font des choses différentes.",0.88343316,B1,"Les choses importantes pour vivre sont les mêmes pour tout le monde, mais les gens font des choses différentes.",0.8780346,B1,"Les choses essentielles pour vivre sont les mêmes pour tout le monde, mais les gens font des choses différentes.",0.88343316,B1,"Les choses importantes pour vivre sont les mêmes pour tout le monde, mais les gens font des choses différentes.",0.8780346,B1,"Les choses essentielles pour vivre sont les mêmes pour tout le monde, mais les gens font des choses différentes.",0.88343316,B1,"Les choses importantes pour vivre sont les mêmes pour tout le monde, mais les gens font des choses différentes.",0.8780346,B1,"Les choses essentielles pour vivre sont les mêmes pour tout le monde, mais les gens font des choses différentes.",0.88343316,B1,"Les choses importantes pour vivre sont les mêmes pour tout le monde, mais les gens font des choses différentes.",0.8780346,B1
J'eusse dû te le confier en amont de notre conversation avec les investisseurs,C2,Je devrais t'en avoir parlé avant de parler à ces gens qui veulent investir.,0.9392283,B1,Il faut que je t'en aie parlé avant de parler à ces gens qui veulent investir.,0.9208248,B1,Je dois d'accord que tu le saches avant de parler à ces gens qui veulent mettre de l'argent dans quelque chose.,0.8903102,B1,Il faut que tu le saches avant de parler à ces gens qui veulent donner de l'argent à quelque chose.,0.8514722,B1,Tu dois savoir ça avant de parler à des gens qui veulent donner de l'argent à quelque chose.,0.8609508,A2,"Avant de parler à des gens qui donnent de l'argent, il faut le savoir.",0.83229977,B1,"Avant de demander de l'argent, il faut savoir qui le donne.",0.79634595,A2,"Avant de demander de l'argent, il faut savoir qui le donne.",0.79634595,A2,"Avant de demander de l'argent, il faut savoir qui le donne.",0.79634595,A2,"Avant de demander de l'argent, il faut savoir qui le donne.",0.79634595,A2
"C'est seulement par une semblable étude préliminaire, que les chimistes, sentant vivement l'inanité radicale des explications métaphysiques dont leur doctrine est encore habituellement viciée, pourront acqué rir enfin un sentiment profond et efficace du vrai caractère propre à la science chimique, et du genre de perfection que comporte la nature de ses phénomènes.",C2,"Pour que les chimistes puissent vraiment comprendre ce qu'est la chimie, ils doivent d'abord étudier bien les choses. Ils ne peuvent pas accepter des explications qui ne sont pas vraiment logiques.",0.8316855,B1,"Pour que les chimistes sachent bien ce qu'est la chimie, ils doivent d'abord apprendre bien les choses. Ils ne peuvent pas accepter des réponses qui ne sont pas vraiment logiques.",0.83714867,B1,Les chimistes doivent bien comprendre la chimie pour savoir ce qu'elle est vraiment. Ils ne peuvent pas accepter des réponses qui ne sont pas justes.,0.84352547,B1,Les scientifiques qui étudient la chimie doivent bien la comprendre pour savoir ce qu'elle est vraiment. Ils ne peuvent pas accepter des réponses qui ne sont pas justes.,0.8516898,B1,Les scientifiques qui font de la chimie doivent bien la comprendre pour savoir ce qu'elle est vraiment. Ils ne peuvent pas accepter des réponses qui ne sont pas justes.,0.8569535,B1,Les scientifiques qui font de la chimie doivent bien la comprendre pour savoir ce qu'elle est vraiment. Ils ne peuvent pas accepter des réponses qui ne sont pas justes.,0.8569535,B1,Les scientifiques qui font de la chimie doivent bien la comprendre pour savoir ce qu'elle est vraiment. Ils ne peuvent pas accepter des réponses qui ne sont pas justes.,0.8569535,B1,Les scientifiques qui font de la chimie doivent bien la comprendre pour savoir ce qu'elle est vraiment. Ils ne peuvent pas accepter des réponses qui ne sont pas justes.,0.8569535,B1,Les scientifiques qui font de la chimie doivent bien la comprendre pour savoir ce qu'elle est vraiment. Ils ne peuvent pas accepter des réponses qui ne sont pas justes.,0.8569535,B1,Les scientifiques qui font de la chimie doivent bien la comprendre pour savoir ce qu'elle est vraiment. Ils ne peuvent pas accepter des réponses qui ne sont pas justes.,0.8569535,B1
"C'est là un enrichissement culturel, car l'enfant peut alors s'ouvrir, à travers cette langue différente, à des traits typologiques présents dans beaucoup d'autres langues, sur lesquels le bilinguisme breton français offre un accès indirect",C2,"Apprendre un deuxième langage, comme le breton et le français, aide les enfants à mieux comprendre d'autres langues et à être plus ouverts à la culture.",0.90482277,B1,"Apprendre un autre langage, comme le breton et le français, aide les enfants à mieux comprendre d'autres langues et à être plus curieux pour la culture.",0.91290456,B1,"Apprendre un autre langage, comme le breton et le français, aide les enfants à mieux comprendre d'autres langues et à être plus curieux pour la culture.",0.91290456,B1,"Apprendre un autre langage, comme le breton et le français, aide les enfants à mieux comprendre d'autres langues et à être plus curieux pour la culture.",0.91290456,B1,"Apprendre un autre langage, comme le breton et le français, aide les enfants à mieux comprendre d'autres langues et à être plus curieux pour la culture.",0.91290456,B1,"Apprendre un autre langage, comme le breton et le français, aide les enfants à mieux comprendre d'autres langues et à être plus curieux pour la culture.",0.91290456,B1,"Apprendre un autre langage, comme le breton et le français, aide les enfants à mieux comprendre d'autres langues et à être plus curieux pour la culture.",0.91290456,B1,"Apprendre un autre langage, comme le breton et le français, aide les enfants à mieux comprendre d'autres langues et à être plus curieux pour la culture.",0.91290456,B1,"Apprendre un autre langage, comme le breton et le français, aide les enfants à mieux comprendre d'autres langues et à être plus curieux pour la culture.",0.91290456,B1,"Apprendre un autre langage, comme le breton et le français, aide les enfants à mieux comprendre d'autres langues et à être plus curieux pour la culture.",0.91290456,B1
"Sous ce rapport, il y a tout lieu de croire qu'une judicieuse analyse philosophique pourrait directement contribuer à un prochain perfectionnement général d'une science aussi capitale.",C2,Il est raisonnable de penser que l'étude approfondie de la philosophie pourrait aider à améliorer davantage une science aussi importante.,0.94433063,C1,On peut dire que comprendre bien la philosophie peut nous aider beaucoup à avancer dans une science très importante.,0.901349,B1,La philosophie peut nous aider beaucoup à mieux comprendre une science très importante.,0.8695688,B1,La philosophie nous aide à mieux comprendre une science très importante.,0.86565244,B1,La philosophie nous aide à mieux comprendre une science très importante.,0.8656523,B1,La philosophie nous aide à mieux comprendre une science très importante.,0.86565244,B1,La philosophie nous aide à mieux comprendre une science très importante.,0.86565244,B1,La philosophie nous aide à mieux comprendre une science très importante.,0.86565244,B1,La philosophie nous aide à mieux comprendre une science très importante.,0.86565244,B1,La philosophie nous aide à mieux comprendre une science très importante.,0.86565244,B1
"C'était une chétive créature, une masse de chair ridée, avec des paupières entre-closes, des traits informes et à peine ébauchés.",C2,"C'était une créature mal faite, un gros morceau de chair avec des yeux qui ne voyaient pas bien et un visage pas bien dessiné.",0.90556574,B1,"C'était une créature étrange, un grand bloc de chair avec des yeux qui ne voyaient pas bien et un visage pas bien fait.",0.90660775,B1,"Il y avait une créature étrange, un grand bloc de chair avec des yeux qui ne voyaient pas bien et un visage pas bien fait.",0.8625976,B1,Il y avait une créature étrange qui ressemblait à un gros morceau de viande avec des yeux qui ne voyaient pas bien et un visage pas bien fait.,0.86513436,B1,Il y avait une créature étrange qui ressemblait à une grosse pièce de viande avec des yeux qui ne voyaient pas bien et un visage pas bien fait.,0.8627864,B1,Il y avait une créature étrange qui ressemblait à une grosse pièce de viande avec des yeux qui ne voyaient pas bien et un visage pas bien fait.,0.8627864,B1,Il y avait une créature étrange qui ressemblait à une grosse pièce de viande avec des yeux qui ne voyaient pas bien et un visage pas bien fait.,0.8627864,B1,Il y avait une créature étrange qui ressemblait à une grosse pièce de viande avec des yeux qui ne voyaient pas bien et un visage pas bien fait.,0.8627864,B1,Il y avait une créature étrange qui ressemblait à une grosse pièce de viande avec des yeux qui ne voyaient pas bien et un visage pas bien fait.,0.8627864,B1,Il y avait une créature étrange qui ressemblait à une grosse pièce de viande avec des yeux qui ne voyaient pas bien et un visage pas bien fait.,0.8627864,B1
"La chronologie antique ne prend sens que sur un large pourtour de la Méditerranée, de même que ce découpage spatial n'est pertinent comme entité géographique que durant cette période pendant laquelle la mer intérieure n'est pas vécue comme une limite.",C2,"Les histoires anciennes ne font sens que sur une grande partie de la Méditerranée, et cette division de l'espace n'est utile que pendant cette période où la mer intérieure n'est pas considérée comme une frontière.",0.95980024,B2,"Les histoires anciennes sont importantes pour une partie de la Méditerranée, mais elles ne sont utiles que pendant un certain temps et ne comprennent pas toute la région.",0.887399,B1,"Les contes anciens sont importants pour une partie de la Méditerranée, mais ils ne sont utiles que pendant un moment et ne montrent pas tout le pays.",0.8892516,B1,"Les histoires anciennes sont importantes pour une partie de la Méditerranée, mais elles ne sont utiles que pour un moment et ne montrent pas tout le pays.",0.8854086,B1,"Les contes anciens sont importants pour une partie de la Méditerranée, mais ils ne sont utiles que pour un moment et ne montrent pas tout le pays.",0.88674206,B1,"Les histoires anciennes sont importantes pour une partie de la Méditerranée, mais elles ne sont utiles que pour un moment et ne montrent pas tout le pays.",0.8854086,B1,"Les contes anciens sont importants pour une partie de la Méditerranée, mais ils ne sont utiles que pour un moment et ne montrent pas tout le pays.",0.88674206,B1,"Les histoires anciennes sont importantes pour une partie de la Méditerranée, mais elles ne sont utiles que pour un moment et ne montrent pas tout le pays.",0.8854086,B1,"Les contes anciens sont importants pour une partie de la Méditerranée, mais ils ne sont utiles que pour un moment et ne montrent pas tout le pays.",0.88674206,B1,"Les histoires anciennes sont importantes pour une partie de la Méditerranée, mais elles ne sont utiles que pour un moment et ne montrent pas tout le pays.",0.8854086,B1
"L'action chimique présente évidemment, en ellemême, quelque chose de plus que la simple action physique, et quelque chose de moins que l'action vitale, malgré les vagues rapprochemens que des considérations purement hypothétiques peuvent conduire à établir entre ces trois ordres de phénomènes.",C2,"Les réactions chimiques sont différentes des mouvements physiques, mais elles sont moins complexes que les processus vivants. Les comparaisons entre ces trois types d'événements peuvent être faites, mais elles sont souvent hypothétiques.",0.8905471,C2,"Les réactions chimiques sont différentes des mouvements physiques, mais elles sont moins compliquées que les processus vivants. On peut comparer ces trois types d'événements, mais c'est souvent juste une idée.",0.91598475,C1,"Les réactions chimiques sont différentes des mouvements physiques, mais elles sont moins compliquées que les processus vivants. On peut les comparer, mais c'est souvent juste une idée simple.",0.90826035,B2,"Les réactions chimiques sont différentes des mouvements physiques, mais elles sont plus simples que les processus vivants. On peut les comparer, mais c'est juste une idée simple.",0.911314,B2,"Les réactions chimiques sont différentes des mouvements physiques, mais elles sont plus simples que les processus vivants. On peut les comparer, mais c'est juste une idée simple.",0.911314,B2,"Les réactions chimiques sont différentes des mouvements physiques, mais elles sont plus simples que les processus vivants. On peut les comparer, mais c'est juste une idée simple.",0.911314,B2,"Les réactions chimiques sont différentes des mouvements physiques, mais elles sont plus simples que les processus vivants. On peut les comparer, mais c'est juste une idée simple.",0.911314,B2,"Les réactions chimiques sont différentes des mouvements physiques, mais elles sont plus simples que les processus vivants. On peut les comparer, mais c'est juste une idée simple.",0.911314,B2,"Les réactions chimiques sont différentes des mouvements physiques, mais elles sont plus simples que les processus vivants. On peut les comparer, mais c'est juste une idée simple.",0.911314,B2,"Les réactions chimiques sont différentes des mouvements physiques, mais elles sont plus simples que les processus vivants. On peut les comparer, mais c'est juste une idée simple.",0.911314,B2
"On les voit arriver de leur pas alenti, suçant de leurs lèvres crispées la courte pipe de terre brune, dont ils secouent la cendre sur leur pouce",C2,"On les voit arriver avec leur pipe de terre brune, en suçant la cendre qui se détache de leur pouce.",0.96892345,B2,"Ils arrivent avec leur pipe de terre brune, en faisant sortir de la cendre qui se détache de leur pouce.",0.95097053,B1,"Ils arrivent avec leur pipe de terre brune, en faisant sortir de la cendre qui se détache de leur pouce.",0.95097065,B1,"Ils arrivent avec leur pipe de terre brune, en faisant sortir de la cendre qui se détache de leur pouce.",0.95097053,B1,"Ils arrivent avec leur pipe de terre brune, en faisant sortir de la cendre qui se détache de leur pouce.",0.95097077,B1,"Ils arrivent avec leur pipe de terre brune, en faisant sortir de la cendre qui se détache de leur pouce.",0.95097053,B1,"Ils arrivent avec leur pipe de terre brune, en faisant sortir de la cendre qui se détache de leur pouce.",0.95097053,B1,"Ils arrivent avec leur pipe de terre brune, en faisant sortir de la cendre qui se détache de leur pouce.",0.95097053,B1,"Ils arrivent avec leur pipe de terre brune, en faisant sortir de la cendre qui se détache de leur pouce.",0.95097053,B1,"Ils arrivent avec leur pipe de terre brune, en faisant sortir de la cendre qui se détache de leur pouce.",0.95097053,B1
