Original,Difficulty,Simplified_0,Similarity_0,Difficulty_0,Simplified_1,Similarity_1,Difficulty_1,Simplified_2,Similarity_2,Difficulty_2,Simplified_3,Similarity_3,Difficulty_3,Simplified_4,Similarity_4,Difficulty_4,Simplified_5,Similarity_5,Difficulty_5,Simplified_6,Similarity_6,Difficulty_6,Simplified_7,Similarity_7,Difficulty_7
"Mais cet heureux artifice est tellement en harmonie avec la nature de la science chimique, que, dans son extrême imperfection actuelle, il la soutient en quelque sorte, en suppléant provisoirement, pour ainsi dire, à son défaut presque absolu de rationnalité véritable.",C2,"Cependant, cette merveilleuse invention est si bien adaptée à la nature de la chimie, qu'elle semble presque soutenir la science malgré ses imperfections actuelles.",0.93954784,C2,"Cependant, cette invention merveilleuse est si bien adaptée à la chimie qu'elle semble soutenir la science malgré ses problèmes actuels.",0.9101869,B2,Mais cette invention incroyable est si bien adaptée à la chimie qu'elle semble aider la science malgré ses problèmes.,0.8966521,B2,Mais cette invention est si bien pour la chimie qu'elle semble aider la science même si elle a des problèmes.,0.88454646,B1,"Mais cette invention est très bonne pour la chimie et ça semble aider la science, même si elle a des problèmes.",0.83839226,B1,"Mais cette invention est très bonne pour la chimie et ça aide la science, même si elle a des problèmes.",0.8376612,B1,"Mais cette invention est très bonne pour la chimie et ça aide la science, même si elle a des problèmes.",0.8376612,B1,"Mais cette invention est très bonne pour la chimie et ça aide la science, même si elle a des problèmes.",0.8376612,B1
Ces analyses sont effectuées par la recherche d'anticorps ou par dépistage direct de l'agent pathogène.,C2,On fait des tests pour voir si on a des anticorps ou si on a déjà le germe malade.,0.88123643,B1,On fait des tests pour savoir si on a déjà les bonnes défenses ou si on a déjà mal.,0.8061728,B1,On fait des tests pour voir si on est déjà bien préparé ou si on a déjà des problèmes.,0.827607,B1,On vérifie si on est prêt ou si on a des problèmes en faisant des essais.,0.8473479,B1,On regarde si on est prêt ou si on a des problèmes en faisant des essais.,0.8434793,B1,On vérifie si on est prêt ou si on a des problèmes en faisant des essais.,0.8473479,B1,On regarde si on est prêt ou si on a des problèmes en faisant des essais.,0.8434793,B1,On vérifie si on est prêt ou si on a des problèmes en faisant des essais.,0.8473479,B1
"Lorsqu'elle me vit, ses paroles s'arrêtèrent sur ses lèvres ; elle demeura tout interdite ?",C2,"Quand elle me voit, elle se tait tout de suite, elle ne dit rien.",0.87939155,B1,"Quand elle me voit, elle se tait tout de suite, elle ne dit rien.",0.87939155,B1,"Quand elle me voit, elle se tait tout de suite.",0.8582179,B1,"Quand elle me voit, elle se tait tout de suite.",0.85821784,B1,"Quand elle me voit, elle se tait.",0.87847483,B1,"Quand elle me voit, elle ne parle pas.",0.85369116,A2,"Quand elle me voit, elle ne dit rien.",0.8629849,B1,"Quand elle me voit, elle ne parle pas.",0.85369116,A2
"Ainsi, dans l'espace de socialisation temporaire que représente le centre de formation, nous voyons apparaître des formes de convergence linguistique qui identifient des statuts et des positionnements, ainsi que des déplacements discursifs vers d'autres modes de convergence.",C2,"Par conséquent, dans le lieu où les gens apprennent ensemble, on peut voir comment les langues se rapprochent et comment cela montre où les personnes se tiennent et comment elles parlent différemment.",0.8599125,B1,"Par conséquent, quand les gens apprennent ensemble, on peut voir comment les langues se rapprochent et comment cela montre où les personnes viennent et comment elles parlent différemment.",0.8479241,B1,"Donc, quand on apprend avec d'autres, on voit que les langues sont proches et comment ça montre d'où viennent les gens et comment ils parlent différemment.",0.8468287,B1,"Donc, quand on apprend avec d'autres, on voit que les langues sont proches et ça montre d'où viennent les gens et comment ils parlent différemment.",0.83142227,B1,"Donc, quand on apprend avec d'autres, on voit que les langues sont proches et ça montre d'où viennent les gens et comment ils parlent différemment.",0.8314224,B1,"Donc, quand on apprend avec d'autres, on voit que les langues sont proches et ça montre d'où viennent les gens et comment ils parlent différemment.",0.83142245,B1,"Donc, quand on apprend avec d'autres, on voit que les langues sont proches et ça montre d'où viennent les gens et comment ils parlent différemment.",0.8314224,B1,"Donc, quand on apprend avec d'autres, on voit que les langues sont proches et ça montre d'où viennent les gens et comment ils parlent différemment.",0.8314224,B1
"Ainsi, le nombre des classes chimiques générales auxquelles peut donner lieu cette double distinc tion nécessaire, ne saurait être bien étendu: à chacune d'elles, devrait correspondre une loi fondamentale de combinaison, dont l'application aux divers cas déterminés ferait rationnellement connaître, par les données élémentaires, le résultat de chaque co nflit.",C2,"Par conséquent, il n'est pas possible de diviser en trop de groupes chimiques les substances qui peuvent être distinguées de cette manière. Chaque groupe devrait avoir une loi fondamentale de réaction qui, appliquée aux différents cas, permettrait de prédire le résultat de chaque réaction à partir des éléments de base.",0.9517571,C2,"Par conséquent, il n'est pas nécessaire de diviser en trop de groupes les substances chimiques. Chaque groupe a une loi de réaction qui permet de prédire les résultats des réactions en utilisant les éléments de base.",0.9174162,C1,"Donc, il n'est pas nécessaire de diviser en trop de groupes les substances chimiques. Chaque groupe a une loi qui explique comment elles réagissent ensemble.",0.9131239,B2,"Donc, il faut pas diviser trop les substances chimiques en groupes. Chaque groupe a une règle qui dit comment elles se comportent ensemble.",0.9112102,B2,"Donc, il faut pas diviser trop les substances chimiques en groupes. Chaque groupe a une règle qui dit comment elles se comportent ensemble.",0.9112101,B2,"Donc, il faut pas diviser trop les substances chimiques en groupes. Chaque groupe a une règle qui dit comment elles se comportent ensemble.",0.9112102,B2,"Donc, il faut pas diviser trop les substances chimiques en groupes. Chaque groupe a une règle qui dit comment elles se comportent ensemble.",0.91121006,B2,"Donc, il faut pas diviser trop les substances chimiques en groupes. Chaque groupe a une règle qui dit comment elles se comportent ensemble.",0.91121006,B2
"Or, il est aisé de concevoir que l'analyse élémentaire peut être, par sa nature, rigoureusement disp ensée d'une vérification synthétique.",C2,"Donc, il est facile de comprendre que l'analyse simple peut être, par sa nature, facile à vérifier de manière globale.",0.9311635,B2,"Donc, si on simplifie l'analyse, elle peut être facile à vérifier tout de suite.",0.86415225,B1,"Donc, si on simplifie l'analyse, elle est facile à vérifier tout de suite.  Donne moi une phrase simplifiée au niveau B1 tout en conservant au maximum son sens original.",0.91572934,B2,"Donc, si on simplifie l'analyse, elle est facile à vérifier tout de suite.  Donne moi une phrase simplifiée au niveau A2 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.",0.83009386,B2,"Donc, si on simplifie l'analyse, elle est facile à vérifier tout de suite.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.",0.3274764,B2,"Si on simplifie l'analyse, elle est facile à vérifier tout de suite.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.",0.3088193,B2,"Si on simplifie l'analyse, elle est facile à vérifier tout de suite.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.",0.2111747,B2,"Si on simplifie beaucoup, ça devient facile à comprendre.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.  Donne moi une phrase simplifiée au niveau A1 tout en conservant au maximum son sens original.",0.2630645,B2
"Je n'ai pas besoin d'en signaler ici d'autre indice général que l'existence des familles naturelles, unanimement admise aujourd'hui, en chimie, par toutes les têtes philosophiques, quoique la classification correspondante à ce principe soit encore loin, sans doute, d'être convenablement établie.",C2,"Je ne vois pas l'utilité de donner un autre indice que l'existence des familles chimiques, qui est largement acceptée, même si la classification précise n'est pas encore parfaite.",0.9245353,B2,"Il n'y a pas beaucoup de sens à donner plus d'informations sur les familles chimiques, car tout le monde les accepte, même si on ne les classe pas tout à fait parfaitement.",0.89407134,B1,"Il n'y a pas beaucoup de raison de donner plus d'informations sur les familles chimiques, car tout le monde les accepte, même si on ne les classe pas tout à fait parfaitement.",0.89363766,B1,"Il n'est pas nécessaire de dire plus sur les familles chimiques, car tout le monde les comprend, même si elles ne sont pas tout à fait parfaites.",0.878796,B1,"On ne doit pas dire plus sur les familles chimiques, parce que tout le monde les comprend, même si elles ne sont pas tout à fait parfaites.",0.8717134,B1,"Il faut pas dire plus sur les familles chimiques, parce que tout le monde les comprend un peu, même si elles ne sont pas tout à fait parfaites.",0.85132945,B1,"Il faut pas dire plus sur les familles chimiques, parce que tout le monde les comprend un peu.",0.8183507,B1,"Il faut pas dire plus sur les familles chimiques, parce que tout le monde en sait un peu.",0.81478393,B1
"Lorsque, par exemple, l'action de l'acide sulfurique détermine, à la température ordinaire, la subite décomposition, alors impossible sans un tel secours, de l'eau par le fer, de façon à dégager l'hydrogène, on attribue communément ce remarquable phénomène à l'affinité de l'acide sulfurique pour l'oxide de fer qui tend à se former: et il en est de même dans une foule de cas analogues.",C2,"Si l'acide sulfurique réagit avec le fer à température ambiante, il provoque rapidement la décomposition de l'eau, et cela se produit parce que l'acide sulfurique a une forte affinité pour l'oxyde de fer qui se forme. Cela se produit également dans de nombreux autres cas similaires.",0.9392972,B2,"Si on met de l'acide sulfurique sur du fer, ça fait rapidement de l'eau en se réagissant. C'est parce que l'acide sulfurique aime beaucoup l'oxyde de fer qui se forme. Ça se passe aussi avec d'autres substances similaires.",0.9172239,B1,"Si on met de l'acide sulfurique sur du fer, ça fait de l'eau vite. C'est parce que l'acide sulfurique aime beaucoup l'oxyde de fer qui se forme. Ça se passe aussi avec d'autres substances similaires.",0.90891916,B1,"Si on met de l'eau avec du fer et de l'acide, ça devient de l'eau plus vite. Parce que l'acide aime beaucoup le fer qui se forme. Ça se passe aussi avec d'autres choses similaires.",0.9128448,B1,"Si on met de l'eau avec du fer et de l'acide, ça devient de l'eau plus vite. Parce que l'acide aime beaucoup le fer qui se forme. Ça se passe aussi avec d'autres choses similaires.",0.9128448,B1,"Si on met de l'eau avec du fer et de l'acide, ça devient de l'eau plus vite. Parce que l'acide aime beaucoup le fer qui se forme. Ça se passe aussi avec d'autres choses similaires.",0.9128449,B1,"Si on met de l'eau avec du fer et de l'acide, ça devient de l'eau plus vite. Parce que l'acide aime beaucoup le fer qui se forme. Ça se passe aussi avec d'autres choses similaires.",0.9128448,B1,"Si on met de l'eau avec du fer et de l'acide, ça devient de l'eau plus vite. Parce que l'acide aime beaucoup le fer qui se forme. Ça se passe aussi avec d'autres choses similaires.",0.9128448,B1
"Quelque difficile qu'elle paraisse encore, il ne faut point oublier qu'elle commence maintenant à se réaliser en partie relativement à une catégorie fort importante, quoique secon daire, des recherches chimiques, l'étude des proportions, comme je le ferai soigneusement ressortir dans la trenteseptième, leçon.",C2,"Bien qu'elle soit difficile à comprendre, il est important de ne pas oublier qu'elle commence à se réaliser en partie, surtout pour une catégorie importante des recherches chimiques, qui étudie les proportions. Je vais montrer ça plus clairement dans la leçon 37.",0.9200952,B2,"Bien qu'elle soit difficile à comprendre, il est important de ne pas oublier qu'elle commence à se réaliser en partie, surtout pour une catégorie importante des recherches chimiques, qui étudie les proportions. Je vais montrer ça plus clairement dans la leçon 37.",0.9200952,B2,"Parfois, les choses sont difficiles à comprendre, mais il est important de ne pas oublier qu'elles commencent à se faire. Cela est vrai pour une partie des recherches chimiques qui étudient les proportions. Dans la leçon 37, je vais expliquer ça de manière plus claire.",0.8620752,B1,"Parfois, les choses sont difficiles à comprendre, mais il est important de ne pas oublier qu'elles deviennent plus faciles à comprendre avec le temps. Cela se passe dans certaines recherches chimiques qui étudient les proportions. Dans la leçon 37, je vais expliquer ça de manière plus simple.",0.8524934,B1,"Parfois, les choses sont difficiles à comprendre, mais elles deviennent plus faciles avec le temps. Dans une leçon, je vais expliquer ça de manière plus simple.",0.86470866,B1,"Parfois, les choses sont difficiles à comprendre, mais elles deviennent plus faciles avec le temps. Dans une leçon, je vais expliquer ça de manière plus simple.",0.8647086,B1,"Parfois, les choses sont difficiles à comprendre, mais elles deviennent plus faciles avec le temps. Dans une leçon, je vais expliquer ça de manière plus simple.",0.86470854,B1,"Parfois, les choses sont difficiles à comprendre, mais elles deviennent plus faciles avec le temps. Dans une leçon, je vais expliquer ça de manière plus simple.",0.86470854,B1
"J'avais obtenu, par un travail assez opiniâtre, au milieu d'une vie très dissipée, des succès qui m'avaient distingué de mes compagnons d'étude, et qui avaient fait concevoir à mon père sur moi des espérances probablement fort exagérées.",C2,"J'avais travaillé dur malgré ma vie qui n'était pas très sérieuse, et j'avais réussi beaucoup, ce qui m'a distingué de mes amis d'école. Mon père avait beaucoup de confiance en moi, peut-être un peu trop.",0.9063056,B1,"J'ai travaillé dur malgré ma vie qui n'était pas très sérieuse, et j'ai réussi beaucoup, ce qui m'a distingué de mes amis d'école. Mon père avait beaucoup de confiance en moi, peut-être un peu trop.",0.8993219,B1,"J'ai travaillé beaucoup malgré ma vie qui n'était pas très sérieuse, et j'ai fait beaucoup de choses bien, ce qui m'a aidé à être meilleur que mes amis à l'école. Mon père avait beaucoup de confiance en moi, peut-être un peu trop.",0.87713355,B1,"J'ai travaillé beaucoup malgré ma vie qui n'était pas très sérieuse, et j'ai fait beaucoup de choses bien, ce qui m'a aidé à être meilleur que mes amis à l'école. Mon père avait beaucoup de confiance en moi, peut-être un peu trop.",0.87713367,B1,"J'ai travaillé beaucoup et j'ai fait bien à l'école, même si ma vie n'était pas très sérieuse. Mon père me croyait beaucoup, peut-être un peu trop.",0.8807912,B1,"J'ai travaillé beaucoup à l'école et j'ai bien fait. Mon père me croyait beaucoup, peut-être un peu trop.",0.86744,B1,"J'ai travaillé beaucoup à l'école et j'ai bien fait. Mon papa me croyait beaucoup, peut-être un peu trop.",0.86682355,B1,"J'ai travaillé beaucoup à l'école et j'ai bien fait. Mon papa me croyait beaucoup, peut-être un peu trop.",0.86682355,B1
"J'ai fait ressortir, dans le volume précédent, le tort général fait jusqu'ici à la physique par l'abus de l'analyse mathématique.",C2,J'ai montré dans le livre précédent que la physique a été mal traitée par l'utilisation trop grande de la mathématique.,0.9444363,B2,J'ai montré dans mon livre précédent que la physique a été mal traitée en utilisant trop de mathématiques.,0.91658396,B2,J'ai dit dans mon livre précédent que la physique a été mal expliquée en utilisant trop de mathématiques.,0.91277957,B1,J'ai dit dans mon livre que la physique est difficile à comprendre parce qu'elle utilise beaucoup de mathématiques.,0.91496205,B1,Je dis dans mon livre que la physique est difficile à comprendre parce qu'elle utilise beaucoup de mathématiques.,0.8958816,B1,Je dis dans mon livre que la physique est difficile à comprendre parce qu'elle a beaucoup de mathématiques dedans.,0.883848,B1,Je dis dans mon livre que la physique est difficile à comprendre parce qu'il y a beaucoup de maths dedans.,0.88205886,B1,Je dis dans mon livre que la physique est difficile à comprendre parce qu'il y a beaucoup de maths.,0.8925146,B1
"Finalement, il est aussi question de scepticisme, réalisation du stoïcisme, et décriant l'être autre comme subjectif et remettant donc en cause son aspect véridique et absolu",C2,"Finalement, il y a aussi du scepticisme, on parle de stoïcisme et on dit que penser que quelque chose est vrai dépend de qui le pense.",0.9148779,B2,"Finalement, il y a aussi du scepticisme, on parle de stoïcisme et on dit que penser que quelque chose est vrai dépend de qui le pense.",0.91487795,B2,"Finalement, il y a aussi des gens qui doutent, ils parlent de stoïcisme et disent que penser qu'une chose est vraie dépend de qui la pense.",0.8329575,B2,"Finalement, il y a des gens qui pensent que penser qu'une chose est vraie dépend de qui la pense.",0.7950546,B1,"En fin de compte, certains disent que savoir si quelque chose est vrai dépend de qui le pense.",0.837095,B1,"Finalement, certains pensent que savoir si quelque chose est vrai dépend de ce que les gens pensent.",0.76913583,B1,"En fin de compte, certains disent que savoir si quelque chose est vrai dépend de ce que les gens croient.",0.7829282,B1,"Finalement, certains pensent que savoir si quelque chose est vrai dépend de ce que les gens pensent.",0.76913595,B1
"Autant dire: une humanité sans violence, une nature sans histoire, un monde sans guerre, voué à la simple émulation par les calmes conquêtes de la puissance technique.",C2,"En fait, si on n'avait pas de violence, de changements dans la nature, ni de guerres, le monde serait seulement plus calme et plus technologiquement avancé.",0.8489068,B2,"En réalité, si il n'y avait pas de violence, de changements dans la nature et de guerres, le monde serait juste plus calme et plus avancé technologiquement.",0.8660163,B1,"En fait, si il n'y avait pas de violence, de changements dans la nature et de guerres, le monde serait juste plus calme et plus avancé technologiquement.",0.86350715,B1,"En réalité, si il n'y avait pas de violence, de changements dans la nature et de guerres, le monde serait juste plus calme.",0.8630326,B1,"En vérité, si il n'y avait pas de violence, de changements dans la nature et de guerres, le monde serait juste plus tranquille.",0.8692269,B1,"Vraiment, si il n'y avait pas de violence, de changements dans la nature et de guerres, le monde serait juste plus calme.",0.8577669,B1,"Si il n'y avait pas de violence, de changements dans la nature et de guerres, le monde serait plus calme.",0.87094796,B1,"Si les gens ne se battaient pas, le monde serait plus tranquille.",0.66136336,B1
Une vieille femme cacochyme déambulait devant lui en boitant.,C2,Une vieille femme qui marche difficilement se déplace devant lui.,0.9370201,B1,Une femme âgée qui marche très difficilement se déplace devant lui.,0.92181015,B1,Une vieille femme qui marche très mal se déplace devant lui.,0.91358006,B1,Une vieille dame qui marche très mal se déplace devant lui.,0.9185519,A2,Une vieille dame qui marche très mal se déplace devant lui.,0.9185519,A2,Une vieille dame qui marche très mal se déplace devant lui.,0.9185519,A2,Une vieille dame qui marche très mal se déplace devant lui.,0.9185519,A2,Une vieille dame qui marche très mal se déplace devant lui.,0.9185519,A2
"Note : (retour) Les diverses sectes de philosophes métaphysiciens ont tellement abusé, depuis un siècle, de ces deux expressions, par une multitude d'acceptions logiques profondément différentes, que tout esprit judicieux doit répugner aujourd'hui à les introduire dans le discours, quand les circonstances de leur emploi n'en spécifient pas naturellement le sens positif.",C2,"Les philosophes ont utilisé de manière très différente deux expressions pendant un siècle, ce qui rend difficile de les utiliser aujourd'hui sans préciser leur sens.",0.9394002,B2,"Les philosophes ont utilisé deux mots de manière très différente pendant un siècle, ce qui rend difficile de les utiliser aujourd'hui sans préciser leur sens.",0.93077105,B2,"Les philosophes ont utilisé deux mots de manière très différente pendant un siècle, ce qui rend difficile de les comprendre sans savoir exactement ce qu'ils veulent dire.",0.9153908,B1,"Les philosophes ont utilisé des mots de manière différente pendant longtemps, ce qui rend difficile de les comprendre.",0.8999412,B2,"Les philosophes ont utilisé des mots de manière différente, ce qui fait qu'ils sont difficiles à comprendre.",0.89371413,B1,"Les philosophes disent des choses différentes, donc ils sont difficiles à comprendre.",0.84369123,B2,"Les philosophes parlent de choses différentes, donc ils sont difficiles à comprendre.",0.8363608,B2,"Les philosophes disent des choses différentes, donc ils sont difficiles à comprendre.",0.84369123,B2
"Il existe une théorie sur l'attrait exercé par la courbe féminine sur l'homme, et cette théorie est qu'une femme callipyge signale.",C2,"Il y a une idée qui dit que les hommes aiment les femmes avec une silhouette particulière, et cette idée dit que les femmes avec une silhouette parfaite sont très appréciées.",0.920005,B1,"Il existe une idée selon laquelle les hommes aiment les femmes avec un corps spécifique, et cette idée dit que les femmes avec un corps parfait sont très appréciées.",0.9251335,B1,"Il y a une croyance qui dit que les hommes aiment les femmes avec un corps de type particulier, et cette croyance dit que les femmes avec un corps parfait sont très appréciées.",0.92131954,B1,"Il y a une idée qui dit que les hommes aiment les femmes avec un corps spécial, et cette idée dit que les femmes avec un corps très joli sont très appréciées.",0.91706705,B1,Il y a une idée qui dit que les hommes aiment les femmes avec un corps spécial. Les femmes avec un corps très joli sont très appréciées.,0.90544605,B1,Il y a une idée qui dit que les hommes aiment les femmes avec un corps spécial. Les femmes avec un corps très joli sont très appréciées.,0.9054462,B1,Il y a une idée qui dit que les hommes aiment les femmes avec un corps spécial. Les femmes avec un corps très joli sont très appréciées.,0.90544605,B1,Il y a une idée qui dit que les hommes aiment les femmes avec un corps spécial. Les femmes avec un corps très joli sont très appréciées.,0.90544605,B1
"Comme au judaïsme, il lui oppose l'idée d'une ""jouissance sanctifiée"".",C2,"Comme au judaïsme, il dit qu'il y a une manière de profiter qui est spéciale.",0.8922348,B1,"Comme au judaïsme, il y a une manière spéciale de profiter.",0.8437816,B1,"Comme au judaïsme, il y a une manière différente de manger.",0.84336317,B1,Les Juifs ont une autre façon de manger.,0.74685735,B1,Les Juifs mangent différemment.,0.7253949,B2,Les Juifs ont des repas différents.,0.6521513,B1,Les Juifs mangent des aliments différents.,0.64832264,B2,Les Juifs ont des repas différents.,0.6521513,B1
"Car, d'après les considérations sommairement indiquées dans la leçon précédente, les conditions préliminaires, soit de méthode, soit de doctrine, indispensables à son élaboration rationnelle, sont encore loin, ce me semble, d'être suffisamment remplies.",C2,"Donc, selon ce que l'on a vu dans la leçon précédente, pour que la pensée soit bien organisée, il manque encore beaucoup de choses, je pense.",0.9187461,B1,"Donc, d'après ce que nous avons vu dans la leçon précédente, pour que les idées soient bien organisées, il manque encore beaucoup de choses, je pense.",0.9152612,B1,"Donc, d'après ce que nous avons vu, pour que les idées soient bien organisées, il manque encore beaucoup de choses, je pense.",0.8906059,B1,"Donc, après ce que nous avons vu, il y a encore beaucoup de choses à faire pour que les idées soient bien organisées, je pense.",0.8627926,B1,"Donc, après ce que nous avons vu, il y a encore beaucoup de choses à faire pour que les idées soient bien organisées, je pense.",0.86279255,B1,"Donc, après ce que nous avons vu, il y a encore beaucoup de choses à faire pour que les idées soient bien organisées, je pense.",0.8627926,B1,"Donc, après ce que nous avons vu, il y a encore beaucoup de choses à faire pour que les idées soient bien organisées, je pense.",0.86279255,B1,"Donc, après ce que nous avons vu, il y a encore beaucoup de choses à faire pour que les idées soient bien organisées, je pense.",0.86279255,B1
