Sentence,Difficulty,Simplified,Similarity,Estimated_Difficulty
"Dès que j'eus dégusté mon repas, je me sentis apaisé.",B1,"Dès que j'ai mangé, j'ai ressenti un calme.",0.8935306,B1
"En comparant ceuxci aux faits astronomiques, j'ai démontré, dans le volume précédent, que leur généralité est moindre, parce que, propres à tous les corps, ils ne s'y manifestent point cependant dans toutes les circonstances, leur développement étant toujours soumis à certaines conditions.",C2,"En comparant ces phénomènes aux événements astronomiques, j'ai montré dans le livre précédent qu'ils sont moins généraux, car ils ne se produisent pas dans toutes les situations, car ils dépendent toujours de certaines conditions.",0.96397996,C2
"La géologie actuelle, si informe qu'elle soit, doit nous faire clairement pressentir la manifestation future, et peutêtre prochaine, d'une semblable nécessité, qu'un vague instinct avait probablement révélé e aux philosophes de l'âge théologique, au milieu de leurs chimériques et pourtant opiniâtres rapprochemens entre l'astrologie et l'alchimie.",B2,"Les scientifiques pensent que la Terre a des problèmes avec son sol et cela pourrait arriver bientôt. Les gens qui étudiaient la nature il y a longtemps, avant la science, pourraient avoir eu une idée de cela, mais ils ne savaient pas vraiment comment l'expliquer avec l'astrologie et l'alchimie.",0.86400044,B2
"Après avoir suffisamment considéré, du point de vue philosophique, le véritable but général de la science chimique, et les moyens fondamentaux d'exploration qui lui sont propres, l'ordre naturel des idées principales relatives à cette leçon nous conduit à examiner rapidement la position encyclopédique de la chimie, c'estàdire à justifier, d'une manière directe et spéciale, quoique sommaire, le rang que j'ai dû lui assigner dans la hiérarchie scientifique établie au début de ce traité.",B1,"Après avoir pensé à la chimie, on peut mieux comprendre où elle se situe. Cela nous aide à savoir où elle se place par rapport aux autres sciences.",0.8696512,B1
J'étais également incapable de distraction et d'étude.,A2,Je ne dormais pas et je ne pouvais pas apprendre en même temps.,0.72886163,B1
"On ne doit pas craindre d'attribuer aujourd'hui, en partie, au défaut habituel d'accomplissement de cette indispensable condition, le peu de rationnalité, de rigueur, et de liaison que les bons esprits remarque nt si péniblement dans la plupart des travaux chimiques.",B2,On doit parler des erreurs dans les expériences scientifiques pour les corriger.,0.8357313,B2
"On ne saurait méconnaître, en sc rutant philosophiquement ce sujet, que toute cette doctrine des affinités n'est réellement, dans son esprit originaire, qu'une tentative, nécessairement vaine, pour concevoir la nature intime des phénomènes chimiques, aussi radicalement inaccessible que le s essences analogues qu'on cherchait autrefois, par des procédés semblables, envers les phénomènes plus simples.",C2,"Il est évident que quand on examine cette idée de ressemblances de près, on ne peut pas manquer de voir que cette théorie n'est en réalité qu'une tentative, qui échoue, de comprendre la nature des réactions chimiques, aussi profonde que les essences qu'on cherchait autrefois pour les phénomènes plus simples.",0.9236483,C2
"Finalement, il est aussi question de scepticisme, réalisation du stoïcisme, et décriant l'être autre comme subjectif et remettant donc en cause son aspect véridique et absolu",B2,"En fin de compte, il y a des gens qui ont des doutes sur les choses, ils parlent de stoïcisme et disent que penser qu'une chose est vraie dépend de qui la pense.",0.8207554,B2
"Telles sont les principales considérations philosophiques que je devais indiquer dans ce discours sur la nature et l'esprit de la science chim ique, sur les moyens fondamentaux d'investigation qui lui sont propres, sur sa vraie position encyclopédique, sur le genre et le degré de perfection dont elle est, en général, susceptible, sur les hautes propriétés philosophiques qui la caractérisent sous le double point de vue de la méthode et de la doctrine, et, enfin, sur le mode de division rationnelle qui lui convient.",B1,Je vais parler de chimie beaucoup. Ça parle de où elle se situe et comment elle est organisée.,0.76579624,B1
"Note : (retour) Une telle discussion serait, sans doute, peu nécessaire pour les esprits français, puissamment garantis, par les défauts comme par les qualités caractéristiques de notre génie national, contre toute invasion sérieuse du naturisme germanique.",B1,Les Français aiment leurs traditions. Ils aiment aussi apprendre des autres pays.,0.7538668,B1
On définit une contrainte comme étant est une chose imposée par l'extérieur contre la volonté d'un individu,A2,"Si quelque chose ne va pas bien, on demande de l'aide.",0.7376267,A2
"Il serait inutile d'insister davantag e aujourd'hui pour faire sentir qu'on ne saurait concevoir de chimie vraiment scientifique sans lui donner, préalablement, l'ensemble de la physique pour base générale.",B1,"Si on ne comprend pas bien la physique, on dit que la chimie est difficile.",0.8412482,B1
"Parmi les sciences où l'immense multitude des sujets considérés excite spontanément à la formation des nomenclatures spéciales, la chimie est la seule où, par sa nature, les phénomènes soient assez simples, assez uniformes, et en même temps, assez détermin és, pour que la nomenclature rationnelle puisse être à la fois claire, rapide et complète, de façon à contribuer profondément au progrès général de la science.",B1,La chimie est un sujet de science qui est facile à comprendre.,0.7445467,B1
"Sous ce rapport philosophique, la physique ellemême, en vertu de sa moindre perfection nécessaire , ne saurait jamais avoir, pour les chimistes, autant d'utilité que l'astronomie, malgré ses relations bien plus intimes et plus étendues.",B1,"La philosophie pense que la physique n'est pas aussi utile pour les chimistes que l'astronomie, même si elle est plus liée à elle.",0.9079948,B1
"La série qui en dérive paraît jusqu'ici devoir être essentiellem ent conforme à l'ensemble des propriétés connues, soit des élémens euxmêmes, soit de leurs principaux composés.",C1,La suite de cette série suit toutes les règles connues pour les éléments et leurs principaux composés.,0.90985525,C1
"Enfin, il faudrait, ce me semble, constater directement, avant tout, la réalité du point de départ, c'estàdire examiner s'il existe, en effet, entre les divers élémens, un ordre constant d'électrisation , qui se maintienne invariablement dans toutes les circonstances extérieures, et dans tous les états d'agrégation, et surtout dans tous les modes de décomposition: or, cet indispensable examen n'a pas encore été convenablement entrepris, et peutêtre même a ton lieu de craindre que son résultat général ne fût contraire au principe proposé.",B1,"Finalement, il faut vraiment regarder la situation. On n'a pas encore tout vérifié, donc on ne sait pas si tout va bien.",0.83410716,B1
"Nous devons surtout, par le motif cidessus indiqué, nous attacher ici à la première comparaison.",A2,Il est important de bien écouter ce que l'on a dit avant.,0.80064243,A2
Malheureusement l'admirable extension de la puissance chimique dans le siècle actuel a beaucoup plus porté jusqu'ici sur les facultés analytiques que sur les moyens synthétiques; en sorte que ces deux voies sont encore très loin de conserver entre ell es une exacte et constante harmonie.,B1,"Il y a beaucoup de choses à apprendre en chimie, donc ça peut être difficile de les comprendre bien.",0.8473033,B1
"Le grand exemple général des substances dites organiques, dont la théorie chimique est si compliquée malgré le petit nombre de leurs élémens, peut, sans doute, conduire à penser qu'une telle réduction n'offrirait point, pour le perfectionnement de l'ensemble des connaissances chimiques, d'aussi grands avantages qu'on le suppose communément.",B1,"Il y a beaucoup de types de substances organiques, même si elles sont simples. Ça pourrait faire penser qu'il n'y a pas beaucoup à apprendre en chimie.",0.8897865,B1
"Le marquis professait une haine vigoureuse pour les lumières : ce sont les idées, disait-il, qui ont perdu l'Italie ; il ne savait trop comment concilier cette sainte horreur de l'instruction, avec le désir de voir son fils Fabrice perfectionner l'éducation si brillamment commencée chez les jésuites.",B1,Le marquis ne veut pas que son fils Fabrice va chez les jésuites. Il pense que c'est pas bon pour l'Italie. Il ne sait pas comment faire pour que son fils continue d'apprendre avec ça.,0.9023249,B1
"Quelque opinion qu'on adopte sur l'origine de notre constitution terrestre, on peut, ce me semble, admettre, en effet, comme assez plausible, quoique nullement susceptible de démonstratio n véritable, sinon la répartition nécessairement presque uniforme des divers élémens, du moins que leur abondance doit être beaucoup moins inégale, dans l'ensemble du globe, que ne paraît l'indiquer jusque ici l'exploration de sa surface.",B1,"Quelle que soit l'idée sur la Terre, il y a peut-être des choses partout, mais on ne les voit pas vraiment.",0.8570019,B1
M. Ampère paraît être le premier qui ait dignement signalé l'importance d 'une semblable recherche: et tel est le principal mérite du travail remarquable qu'il publia sur ce sujet en .,B1,M. Ampère pense que c'est important et son livre l'aide à apprendre.,0.9147535,B1
"Lorsqu'elle me vit, ses paroles s'arrêtèrent sur ses lèvres ; elle demeura tout interdite ?",B1,"Quand elle me voit, elle se tait tout de suite.",0.85821784,B1
