Sentence,Difficulty,Simplified,Similarity,Estimated_Difficulty
"Aucune position encyclopédique ne me semble, en effet, se présenter avec plus de spontanéité que celle de la chimie, d'après ma formule, ent re la physique et la physiologie.",B2,"Il n'y a pas de phrase dans un dictionnaire qui me semble aussi simple que celle de la chimie, dit-il. Elle est entre la physique et la physiologie.",0.9299147,B2
Note : (retour) On doit principalement remarquer à ce sujet la belle expérience de M. Whoeler sur la recomposition de l'urée.,B1,"Donne moi une phrase simplifiée au niveau A2 tout en conservant son sens original [/INST] D'accord, sois prudent : M. Whoeler a dit qu'il a utilisé de l'urée de nouveau.",0.9344086,B2
"Les sénateurs élus au scrutin majoritaire, dont le siège devient vacant pour cause de décès, d'acceptation des fonctions de membre du Conseil constitutionnel ou de Défenseur des droits ou de prolongation au-delà du délai de six mois d'une mission temporaire confiée par le Gouvernement sont remplacés par les personnes élues en même temps qu'eux à cet effet.",B1,"Si un sénateur a le plus de votes, on le remplace par quelqu'un qui a été élu avec lui à la même élection.",0.8785503,B1
"Elle me répondit avec bonté, me donna des conseils affectueux, m'offrit une amitié sincère, mais me déclara que jusqu'au retour du comte de P *** elle ne pourrait me recevoir.",B1,"Elle me dit doucement et me donne des conseils gentils. Elle veut être ma vraie amie, mais elle ne peut pas me voir avant que son ami le comte de P *** ne revienne.",0.9044969,B1
"En un mot, la nature nous offre très fréquemment des effets physiques qu i ne sont accompagnés d'aucun effet chimique, tandis que nul phénomène chimique ne saurait avoir lieu sans la coexistence de certains phénomènes physiques.",C1,"La nature a souvent des effets sans chimie, mais pas de physique sans chimie.",0.90479714,C1
"N'estce point là une sorte de moyen terme, qui maintient, tout en l'appliqu ant mal, notre notion fondamentale de la pluralité des principes?",A2,Il faut parler doucement et écouter pour être gentil.,0.75510657,A2
"Ils présentent même, à cet égard, une distinction essentielle, quoique moins tranchée, avec les effets physiologiques; puisque la production de ceux-ci sup pose, de toute nécessité, un concours indispensable des solides avec les fluides, comme nous le reconnaîtrons dans la seconde partie de ce volume.",B1,"Ils diraient que le corps agit différemment avec des choses solides et des choses liquides, et on va voir ça dans la deuxième partie du livre.",0.9084726,B1
"La série qui en dérive paraît jusqu'ici devoir être essentiellem ent conforme à l'ensemble des propriétés connues, soit des élémens euxmêmes, soit de leurs principaux composés.",B1,"Si tu comprends comment ça fonctionne, ça va souvent bien.",0.8186342,B1
"Pourfendeur des sciences et des arts, fossoyeur de la propriété privée, contempteur de la monarchie, ce bonhomme, qui égratigne au passage les médecins, les femmes, les gens de lettres et les Anglais, sent le fagot.",A2,Il dit des mauvaises choses à tout le monde et à tout ce qui se passe. Il semble être un peu méchant.,0.82001567,A2
"En ces temps où un virus soumet nos existences, déjoue nos projets, crée partout un climat d'incertitude, le hasard a voulu que je trouve quelque lumière dans les pages de Pascal sur la ""disproportion de l'homme"" (Pensées, Brunschvicg, 72), ce texte que chacun a lu une fois dans sa jeunesse, jamais médité depuis : ""Voilà où nous mènent les connaissances naturelles.",B1,"Quand tout le monde parle du virus, je me demande ce que Pascal a dit sur les sciences. Il y a une phrase que tout le monde a lue quand il était jeune, mais qu'on ne pense plus depuis : ""Les sciences nous montrent où nous sommes allés.""",0.9296583,B1
L'imperfection et le peu d'importance de sa division actuelle sont donc aisément explicables.,B1,Il y a des problèmes avec son organisation et elle n'est pas très bien.,0.83184373,B1
L'activité dépendante présuppose un rapport de subordination de l'employé qui se soumet aux instructions de l'employeur.,A2,"Aider les autres, ça compte.",0.6945231,A2
"Une exposition de soies, de satins et de velours, y épanouissait, dans une gamme souple et vibrante, les tons les plus délicats des fleurs : au sommet, les velours, d'un noir profond, d'un blanc de lait caillé ; plus bas, les satins, les roses, les bleus, aux cassures vives, se décolorant en pâleurs d'une tendresse infinie ; plus bas encore, les soies, toute l'écharpe de l'arc-en-ciel, des pièces retroussées en coques, plissées comme autour d'une taille qui se cambre, devenues vivantes sous les doigts savants des commis ; et, entre chaque motif, entre chaque phrase colorée de l'étalage, courait un accompagnement discret, un léger cordon bouillonné de foulard crème.",B1,"Il y avait une grande exposition de soies, de satins et de velours avec des couleurs jolies. Les velours étaient noirs et blancs, les satins étaient roses et bleus, et les soies étaient toutes les couleurs de l'arc-en-ciel. Les employés les faisaient bouger pour qu'ils ressemblent à des vêtements. Entre chaque motif, il y avait un foulard crème qui se mouvait.",0.92248195,B1
"Quand la chimie sera cultivée habituellement d'une manière plus rationnelle, l'art des expériences y sera, sans doute, mieux entendu et plus efficacement employé.",B2,"Si les matériaux de la chimie sont bien rangés, les scientifiques peuvent mieux comprendre et utiliser les expériences.",0.87976074,B2
"Le développement des recherches chimiques tend à montrer clairement la nullité radicale d'une telle division, puisque la première partie empiète continuellement sur la seconde, qui serait déjà presque toutàfait absorbée, si elle n'eût, en partie, réparé ses pertes, en s'alimentant, à son tour, aux dépens de la physiologie.",B2,"Les scientifiques en chimie disent que les deux parties ne sont pas si différentes, car la première s'étend et la seconde utilise d'autres domaines pour ne pas disparaître complètement.",0.89567184,B2
"La chimie, au con traire, fait concourir simultanément tous nos sens à l'analyse de ses phénomènes.",B1,La chimie est amusante quand on la regarde bien et elle nous aide à comprendre ce qu'elle fait.,0.8839327,B1
"Grâce aux progrès réalisés dans le domaine des biotechnologies depuis les années 1970, des usages à un niveau plus ""fondamental"" sont possibles, à l'échelle non seulement infracellulaire, mais infranucléaire des organismes : les usages directs de leurs génomes.",B2,"Depuis les années 70, la biotechnologie a beaucoup avancé et on peut maintenant changer les gènes des vivants de manière très précise, comme dans les cellules et même les atomes.",0.8822651,B2
"Toute tentative de faire rentrer les questions chimiques dans le domaine des do ctrines mathématiques, doit être réputée jusqu'ici, et sans doute à jamais, profondément irrationnelle, comme étant antipathique à la nature des phénomènes: elle ne pourrait découler que d'hypothèses vagues et radicalement arbitraires sur la constitution i ntime des corps, ainsi que j'ai eu occasion de l'indiquer dans les prolégomènes de cet ouvrage.",B1,Dire que les réactions chimiques sont comme des calculs mathématiques n'est pas exact. Ça vient de ne pas bien comprendre comment ça fonctionne.,0.84942895,B1
Cet auteur tellement lu pour sa Grammaire impertinente propose aussi. des Jeux pour lire vite (Retz),B2,Cet écrivain célèbre a fait des jeux pour aider à apprendre à lire plus vite.,0.88574356,B1
"Or, sous ce point de vue, chacune d'elles correspond à l'un des trois principaux degrés successifs d'activité, qui s e distinguent entre eux par les différences les plus profondes et les plus naturelles.",C1,"Donc, selon cette méthode, chaque lune représente un niveau d'activité qui suit les autres et qui se distinguent par de grandes différences naturelles.",0.9377086,C1
"Mais, depuis que les faits ont forcé de concevoir, au contraire, les affinités comme éminemment variables d'après une foule de circonstances diverses, leur usage n'a pu se prolonger sans devenir aussitôt, par ce seul changement, d'une inanité plus manifes te et presque puérile.",B1,"Depuis que nous avons compris que nos amis peuvent changer, on ne peut plus dire qu'ils sont toujours les mêmes.",0.8088886,B1
"Comme au judaïsme, il lui oppose l'idée d'une ""jouissance sanctifiée"".",A2,Il pense que les Juifs sont différents.,0.75857484,A2
La considération successive de nos cinq catégories essentielles des phénomènes naturels vérifie clairement cette loi inévitable.,B1,"Si on regarde bien, on peut le voir.",0.77695876,A2
"En vertu du nombre, déjà très considérable, et d'ailleurs toujours croissant, des corps que les chimistes regardent comme simples, plusieurs philosophes modernes, qui, malgré leur éminen t mérite et leurs connaissances réelles, sont dominés par une doctrine et même par une méthode essentiellement métaphysiques, ont pensé à priori que la plupart de ces substances devaient être nécessairement les divers composés d'un beaucoup plus petit nomb re d'autres.",B1,Les scientifiques qui regardent les éléments disent que beaucoup de choses sont faites de très petits morceaux. Cela a fait penser certains à dire que tout est fait de très peu de choses très petites.,0.89684385,B1
"Il n' existe pas jusqu'ici un seul exemple bien constaté d'action chimique entre deux corps réellement solides, du moins en ne s'élevant pas à des températures qui rendent difficilement appréciable le véritable état d'agrégation des corps.",B1,"Les choses qui ont une forme ne font pas souvent des réactions chimiques, mais si on les fait très chauds, elles peuvent disparaître.",0.8986634,B2
