Sentence,Difficulty,Simplified,Similarity,Estimated_Difficulty
Elle avait subi son époux sans ardeur et sans répugnance.,B1,"Elle a dit oui à son mari, mais elle n'aimait pas vraiment ça.",0.84419596,A2
"Après avoir suffisamment caractérisé, par les d iverses parties de ce discours, toutes les considérations fondamentales relatives à l'ensemble de la philosophie chimique, il me reste, enfin, à l'envisager très sommairement sous son dernier aspect essentiel, quant au principe de division rationnelle prop re à la science chimique.",C2,"Après avoir étudié en profondeur chaque partie du discours, je peux maintenant voir clairement les idées principales de la philosophie chimique. Ensuite, je vais les résumer brièvement sous sa forme finale, qui concerne l'importance du principe de division rationnelle pour la science chimique.",0.95405376,C2
"Tout corps qui a été décomposé doit, évidemment, être conçu, par cela même, comme suscep tible d'une recomposition, d'ailleurs plus ou moins difficile et quelquefois presque impossible à réaliser.",B1,"Si quelque chose est cassé, on peut le réparer, mais ça peut être difficile ou presque impossible.",0.88490665,B1
"Inversement, les régions tempérées lointaines n'intéressent que médiocrement les colonisateurs jusqu'à l'explosion démographique du Vieux Continent au XIXe siècle, moment où les ""pays neufs"" deviennent des prolongements européens.",B2,"En fait, les régions froides loin d'ici ne sont pas très intéressantes pour les gens qui vont loin de chez eux avant que l'Europe ne soit très peuplée au 19ème siècle, et alors ces nouveaux endroits sont comme des parties de l'Europe.",0.89727867,B1
"Dzinkowski, (Dzinkowski, 2000), certaines études estiment que 50 à 90% de la valeur créée par les entreprises provient de l'exploitation de leurs actifs intellectuels",C1,"Selon Dzinkowski en 2000, beaucoup de chercheurs pensent que la valeur des entreprises vient principalement de leurs idées et inventions (Dzinkowski, 2000).",0.9600798,C1
"La réflexion sur la négation, sur ""le rien absolu que la philosophie doit reconnailre avant tout""",B1,"Pensé à ce qui n'est pas réel, à ce qui est très grand, c'est ce que la philosophie doit faire.",0.8854633,B1
"D'autres philosophes contemporains dont la direction était beauco up plus positive, et parmi lesquels il faut surtout distinguer l'illustre Cuvier, ont puisé, dans l'histoire naturelle, une objection fort spécieuse, et néanmoins très insuffisante, contre la simplicité réelle de la plupart des élémens admis aujourd'hui pa r les chimistes.",C2,"Certains philosophes modernes qui aiment la nature ont utilisé l'histoire de la nature pour critiquer l'idée que les éléments chimiques sont simples. Cuvier est le plus connu. Cette objection est assez précise, mais pas suffisante.",0.91729176,C2
"Dès que j'eus dégusté mon repas, je me sentis apaisé.",B1,"Dès que j'ai mangé, j'ai ressenti un calme.",0.89353067,B1
"En comparant ceuxci aux faits astronomiques, j'ai démontré, dans le volume précédent, que leur généralité est moindre, parce que, propres à tous les corps, ils ne s'y manifestent point cependant dans toutes les circonstances, leur développement étant toujours soumis à certaines conditions.",C2,"En comparant ces phénomènes aux événements astronomiques, j'ai montré dans le livre précédent qu'ils sont moins généraux, car ils ne se produisent pas dans toutes les situations, car ils dépendent toujours de certaines conditions.",0.96397996,C2
"La géologie actuelle, si informe qu'elle soit, doit nous faire clairement pressentir la manifestation future, et peutêtre prochaine, d'une semblable nécessité, qu'un vague instinct avait probablement révélé e aux philosophes de l'âge théologique, au milieu de leurs chimériques et pourtant opiniâtres rapprochemens entre l'astrologie et l'alchimie.",B2,"Les scientifiques d'aujourd'hui disent que notre planète pourrait avoir des problèmes de géologie dans l'avenir, et cela pourrait arriver bientôt. Les gens qui étudiaient la nature il y a longtemps, avant la science, pourraient avoir eu une idée de cela, mais ils ne savaient pas vraiment comment expliquer ça avec l'astrologie et l'alchimie.",0.85574377,B2
"Après avoir suffisamment considéré, du point de vue philosophique, le véritable but général de la science chimique, et les moyens fondamentaux d'exploration qui lui sont propres, l'ordre naturel des idées principales relatives à cette leçon nous conduit à examiner rapidement la position encyclopédique de la chimie, c'estàdire à justifier, d'une manière directe et spéciale, quoique sommaire, le rang que j'ai dû lui assigner dans la hiérarchie scientifique établie au début de ce traité.",B2,"Après avoir pensé à ce que dit la chimie, on peut voir où elle se place par rapport aux autres sciences et comment elle est étudiée. Cela nous aide à comprendre où elle se situe dans les sciences et comment on la fait.",0.8795644,B1
J'étais également incapable de distraction et d'étude.,B1,Je ne pouvais pas relaxer et apprendre en même temps.,0.7439331,B1
"On ne doit pas craindre d'attribuer aujourd'hui, en partie, au défaut habituel d'accomplissement de cette indispensable condition, le peu de rationnalité, de rigueur, et de liaison que les bons esprits remarque nt si péniblement dans la plupart des travaux chimiques.",B2,"Il est important de ne pas être timide pour dire que certains travaux scientifiques ne sont pas aussi bien organisés et logiques qu'ils devraient l'être, parce que des erreurs courantes se produisent.",0.87450826,B2
"On ne saurait méconnaître, en sc rutant philosophiquement ce sujet, que toute cette doctrine des affinités n'est réellement, dans son esprit originaire, qu'une tentative, nécessairement vaine, pour concevoir la nature intime des phénomènes chimiques, aussi radicalement inaccessible que le s essences analogues qu'on cherchait autrefois, par des procédés semblables, envers les phénomènes plus simples.",C2,"Il est clair que quand on regarde cette idée de ressemblances de près, on ne peut pas manquer de voir que cette théorie n'est en réalité qu'une tentative, qui échoue, de comprendre la nature des réactions chimiques, aussi profonde que les essences qu'on cherchait autrefois pour les phénomènes plus simples.",0.92206,C2
"Finalement, il est aussi question de scepticisme, réalisation du stoïcisme, et décriant l'être autre comme subjectif et remettant donc en cause son aspect véridique et absolu",B2,"Finalement, il y a aussi des gens qui doutent, ils parlent de stoïcisme et disent que penser qu'une chose est vraie dépend de qui la pense.",0.83295745,B2
"Telles sont les principales considérations philosophiques que je devais indiquer dans ce discours sur la nature et l'esprit de la science chim ique, sur les moyens fondamentaux d'investigation qui lui sont propres, sur sa vraie position encyclopédique, sur le genre et le degré de perfection dont elle est, en général, susceptible, sur les hautes propriétés philosophiques qui la caractérisent sous le double point de vue de la méthode et de la doctrine, et, enfin, sur le mode de division rationnelle qui lui convient.",B2,"Il y a beaucoup de choses à parler dans mon discours sur la chimie, comme comment elle étudie le monde, où elle se situe par rapport aux autres sciences, si elle est parfaite, comment elle pense et comment elle est organisée.",0.8736329,B1
"Note : (retour) Une telle discussion serait, sans doute, peu nécessaire pour les esprits français, puissamment garantis, par les défauts comme par les qualités caractéristiques de notre génie national, contre toute invasion sérieuse du naturisme germanique.",B2,"Les Français sont souvent attachés à leurs traditions et à leur culture, même si d'autres pays ont des idées intéressantes.",0.8123867,B1
On définit une contrainte comme étant est une chose imposée par l'extérieur contre la volonté d'un individu,B1,Un problème est quelque chose qui vient de l'extérieur et que tu ne peux pas choisir.,0.86153764,B1
"Il serait inutile d'insister davantag e aujourd'hui pour faire sentir qu'on ne saurait concevoir de chimie vraiment scientifique sans lui donner, préalablement, l'ensemble de la physique pour base générale.",C1,Dire que la chimie scientifique est difficile à comprendre sans avoir bien étudié la physique avant.,0.8440067,B2
"Parmi les sciences où l'immense multitude des sujets considérés excite spontanément à la formation des nomenclatures spéciales, la chimie est la seule où, par sa nature, les phénomènes soient assez simples, assez uniformes, et en même temps, assez détermin és, pour que la nomenclature rationnelle puisse être à la fois claire, rapide et complète, de façon à contribuer profondément au progrès général de la science.",B2,La chimie est un sujet de science qui est facile à comprendre parce qu'elle a des règles simples et qu'elle aide beaucoup à apprendre rapidement et bien.,0.8829534,B1
"Sous ce rapport philosophique, la physique ellemême, en vertu de sa moindre perfection nécessaire , ne saurait jamais avoir, pour les chimistes, autant d'utilité que l'astronomie, malgré ses relations bien plus intimes et plus étendues.",C2,"Selon cette philosophie, la physique n'est pas aussi utile pour les chimistes que l'astronomie, même si elle est plus étroitement liée à elle.",0.91705024,B2
"La série qui en dérive paraît jusqu'ici devoir être essentiellem ent conforme à l'ensemble des propriétés connues, soit des élémens euxmêmes, soit de leurs principaux composés.",C2,"La suite de cette série semble suivre toutes les règles connues, soit pour les éléments eux-mêmes, soit pour leurs principaux composés.",0.945655,C2
"Enfin, il faudrait, ce me semble, constater directement, avant tout, la réalité du point de départ, c'estàdire examiner s'il existe, en effet, entre les divers élémens, un ordre constant d'électrisation , qui se maintienne invariablement dans toutes les circonstances extérieures, et dans tous les états d'agrégation, et surtout dans tous les modes de décomposition: or, cet indispensable examen n'a pas encore été convenablement entrepris, et peutêtre même a ton lieu de craindre que son résultat général ne fût contraire au principe proposé.",B2,"En fin de compte, il est essentiel de regarder la situation réelle, c'est-à-dire de vérifier si tout est bien organisé, quoi qu'il en soit. Malheureusement, on n'a pas encore vérifié bien tout ça, et on ne sait pas si ça correspond à ce qu'on pensait.",0.8402046,B1
"Nous devons surtout, par le motif cidessus indiqué, nous attacher ici à la première comparaison.",B2,"Il est très important, selon ce que l'on a dit avant, de se focaliser sur la première comparaison ici.",0.9160596,B1
Malheureusement l'admirable extension de la puissance chimique dans le siècle actuel a beaucoup plus porté jusqu'ici sur les facultés analytiques que sur les moyens synthétiques; en sorte que ces deux voies sont encore très loin de conserver entre ell es une exacte et constante harmonie.,B2,"Tragiquement, la chimie aujourd'hui se concentre plus sur l'analyse que sur la synthèse, donc ces deux domaines ne sont pas équilibrés.",0.8705132,B2
"Le grand exemple général des substances dites organiques, dont la théorie chimique est si compliquée malgré le petit nombre de leurs élémens, peut, sans doute, conduire à penser qu'une telle réduction n'offrirait point, pour le perfectionnement de l'ensemble des connaissances chimiques, d'aussi grands avantages qu'on le suppose communément.",C1,"Il y a beaucoup de différents types de substances organiques, même si elles ne contiennent que peu d'éléments, ce qui pourrait faire penser que simplifier leur théorie chimique ne donnerait pas beaucoup d'avantages pour mieux comprendre la chimie.",0.915323,B2
"Le marquis professait une haine vigoureuse pour les lumières : ce sont les idées, disait-il, qui ont perdu l'Italie ; il ne savait trop comment concilier cette sainte horreur de l'instruction, avec le désir de voir son fils Fabrice perfectionner l'éducation si brillamment commencée chez les jésuites.",B2,"Le marquis n'aimait pas les idées, il disait qu'elles avaient perdu l'Italie. Il ne savait pas comment vouloir que son fils Fabrice continue d'apprendre chez les jésuites avec ça.",0.9516968,B1
"Quelque opinion qu'on adopte sur l'origine de notre constitution terrestre, on peut, ce me semble, admettre, en effet, comme assez plausible, quoique nullement susceptible de démonstratio n véritable, sinon la répartition nécessairement presque uniforme des divers élémens, du moins que leur abondance doit être beaucoup moins inégale, dans l'ensemble du globe, que ne paraît l'indiquer jusque ici l'exploration de sa surface.",B1,"Quelle que soit l'idée que l'on a sur la création de la Terre, il est probable que tout est partout sur elle, même si on ne peut pas le prouver tout à fait.",0.86978924,B1
M. Ampère paraît être le premier qui ait dignement signalé l'importance d 'une semblable recherche: et tel est le principal mérite du travail remarquable qu'il publia sur ce sujet en .,B1,M. Ampère a été le premier à dire que cette recherche est importante et son livre est très bon pour apprendre ça.,0.93139935,B1
"Lorsqu'elle me vit, ses paroles s'arrêtèrent sur ses lèvres ; elle demeura tout interdite ?",B1,"Quand elle me voit, elle se tait tout de suite.",0.85821784,B1
