Original,Difficulty,Simplified_0,Similarity_0,Difficulty_0,Simplified_1,Similarity_1,Difficulty_1,Simplified_2,Similarity_2,Difficulty_2,Simplified_3,Similarity_3,Difficulty_3,Simplified_4,Similarity_4,Difficulty_4,Simplified_5,Similarity_5,Difficulty_5,Simplified_6,Similarity_6,Difficulty_6,Simplified_7,Similarity_7,Difficulty_7
"J'espère, d'ailleurs, que de cette sévère et consciencieuse appréciation du véritable état de chaque science, il résultera, pour les bons esprits, une stimulation à la cultiver beaucoup plus qu'une répugnance à l'étudier: car, l'activité humaine doit être, sans doute, bien autr ement satisfaite en concevant les sciences comme naissantes et par suite, susceptibles, d'une manière presque indéfinie, de progrès larges et variés (ainsi que toutes le sont réellement plus ou moins), au lieu de les supposer parfaites, et, en conséquence, essentiellement immobiles, si ce n'est dans leurs développemens secondaires.",C2,"Je vais espérer que cette analyse approfondie et attentive de l'état actuel de chaque science conduira à une motivation accrue pour les étudier, plutôt qu'à un dégoût pour elles. Parce que l'activité humaine doit être satisfaite de voir les sciences comme en constante évolution, et non comme parfaites et immobiles.",0.9363711,C2,"Je vais espérer que cette analyse approfondie des sciences actuelles les rendra plus intéressantes à étudier, plutôt que les rendre ennuyeuses. Parce que les sciences doivent être vues comme en constante évolution, pas comme parfaites et immobiles.",0.8880596,C1,"Je vais essayer de montrer que si on étudie les sciences de manière approfondie, elles deviennent plus intéressantes. Parce que les sciences changent, on ne devrait pas les considérer comme parfaites et figées.",0.87019557,B2,"Je vais voir si je peux montrer que si on apprend les sciences bien, elles deviennent plus fascinantes. Parce que les sciences changent, on ne devrait pas les considérer comme parfaites et figées.",0.8677912,B2,"Je vais voir si je peux montrer que si on apprend bien les sciences, elles deviennent plus intéressantes. Parce que les sciences changent, on ne devrait pas les considérer comme parfaites et figées.",0.8623499,B2,"Je vais voir si je peux montrer que si on apprend bien les sciences, elles deviennent plus faciles à comprendre. Parce que les sciences changent, on ne devrait pas les considérer comme parfaites et figées.",0.85999537,B2,"Je vais voir si je peux montrer que si on apprend bien les sciences, elles sont plus faciles à comprendre. Parce que les sciences changent, on ne devrait pas les considérer comme parfaites et figées.",0.85984474,B1,"Je vais voir si je peux montrer que si on apprend bien les sciences, elles sont plus faciles à comprendre. Parce que les sciences changent, on ne devrait pas les considérer comme parfaites et figées.",0.85984474,B1
"Il faut, ensuite, par le même moti f, étudier aussi, à la même école, l'esprit général de la méthode comparative proprement dite, dont les chimistes ne se forment ordinairement, jusqu'ici, aucune idée juste, et sans laquelle, néanmoins, on ne peut procéder convenablement à la recherche d'un e classification chimique vraiment rationnelle, comme je l'ai expliqué dans la leçon précédente.",C2,"Après cela, il est aussi important d'apprendre à l'école comment comparer les méthodes scientifiques, ce que les chimistes ne font pas souvent. Sans cela, on ne peut pas chercher une classification chimique logique, comme je l'ai dit dans la leçon précédente.",0.91698885,B2,"Après cela, il est aussi important d'apprendre à l'école à comparer les méthodes scientifiques, ce que les chimistes ne font pas souvent. Sinon, on ne peut pas trouver une classification chimique logique, comme je l'ai dit dans la leçon précédente.",0.9088929,B1,"Après cela, il est important d'apprendre à l'école à comparer les méthodes scientifiques. Sinon, on ne peut pas classer les choses correctement.",0.8541705,B1,"Après cela, il faut apprendre à l'école à comparer les manières de faire des expériences scientifiques. Sinon, on ne peut pas classer les choses bien.",0.87086535,B1,"D'abord, on apprend à l'école à faire des expériences scientifiques différemment. Sinon, on ne peut pas classer les choses bien.",0.85700774,B1,"D'abord, on apprend à l'école à faire des expériences scientifiques différemment. Sinon, on ne peut pas classer les choses bien.",0.85700774,B1,"D'abord, on apprend à l'école à faire des expériences scientifiques différemment. Sinon, on ne peut pas classer les choses bien.",0.85700774,B1,"D'abord, on apprend à l'école à faire des expériences scientifiques différemment. Sinon, on ne peut pas classer les choses bien.",0.85700774,B1
"De cette relation immédiate, résulte, évidemment, une subordination indirecte, mais nécessaire, de la chimie envers l'ensemble de l'astronomie, et même de la science mathématique, comme fondemens indisp ensables de toute physique sérieuse.",C2,"Parce que la chimie est si étroitement liée à l'astronomie et à la mathématique, elle est essentielle pour comprendre la physique.",0.8784385,B2,"Parce que la chimie est très liée à l'espace et aux maths, elle est très importante pour comprendre la physique.",0.8611423,B1,"Parce que la chimie aide à comprendre l'espace et les maths, elle est très utile pour la physique.",0.87953615,B1,"Parce que la chimie aide à comprendre l'espace et les maths, elle est très utile pour la physique.",0.87953615,B1,"Parce que la chimie aide à comprendre l'espace et les maths, elle est très utile pour la physique.",0.87953615,B1,"Parce que la chimie aide à comprendre l'espace et les maths, elle est très utile pour la physique.",0.87953615,B1,"Parce que la chimie aide à comprendre l'espace et les maths, elle est très utile pour la physique.",0.87953615,B1,"Parce que la chimie aide à comprendre l'espace et les maths, elle est très utile pour la physique.",0.87953615,B1
"Préparé, au contraire, par une éducation mathématique et astronomique, un esprit de cette trem pe eût produit, sans doute, même alors, des résultats philosophiques bien plus complets et plus durables.",C2,"Bien éduqué en mathématiques et en astronomie, cet homme aurait pu faire des découvertes philosophiques plus profondes et plus durables.",0.8544979,C1,"Très doué en mathématiques et en astronomie, cet homme aurait pu faire des découvertes importantes et durables.",0.836012,B2,"Il est très bon en mathématiques et en astronomie, et il aurait pu faire des découvertes importantes qui durent longtemps.",0.86452395,B1,"Il est très bon en mathématiques et en astronomie, et il aurait pu faire des découvertes importantes qui durent longtemps.",0.86452395,B1,"Il est très bon en mathématiques et en astronomie, et il aurait pu faire des découvertes importantes qui durent longtemps.",0.86452395,B1,"Il est très bon en mathématiques et en astronomie, et il aurait pu faire des découvertes importantes qui durent longtemps.",0.86452395,B1,"Il est très bon en mathématiques et en astronomie, et il aurait pu faire des découvertes importantes qui durent longtemps.",0.86452395,B1,"Il est très bon en mathématiques et en astronomie, et il aurait pu faire des découvertes importantes qui durent longtemps.",0.86452395,B1
"Cette science est sans doute, jusque ici, trop rapprochée de son berceau, pour que sa division définitive et la vraie coordination de ses parties principales aient pu encore se manifester spontanément, d'une manière non équivoque .",C2,"La science en question est peut-être encore trop liée à son origine pour que sa division définitive et la vraie organisation de ses parties principales se produisent naturellement, sans ambiguïté.",0.9549728,C2,"La science en question est peut-être trop liée à son origine pour que sa division définitive se fasse naturellement, sans confusion.",0.93529433,C2,La science en question est peut-être trop liée à son origine pour que sa division se fasse naturellement sans confusion.,0.9192922,C2,La science en question pourrait être trop liée à son origine pour qu'elle puisse être divisée sans causer de confusion.,0.9084545,C1,La science en question pourrait être trop liée à son origine pour qu'on puisse la diviser sans créer des confusions.,0.8997704,C1,La science en question pourrait être trop liée à son origine pour qu'on puisse la diviser sans créer des problèmes.,0.89906794,B2,La science en question est peut-être trop liée à son origine pour qu'on puisse la diviser sans avoir des problèmes.,0.9019067,B2,La science en question est peut-être trop liée à son origine pour qu'on puisse la diviser sans avoir de problèmes.,0.90184015,B2
"D'ailleurs, le souvenir du roman facilitant l'intelligence du libretto, elle suivait l'intrigue phrase à phrase, tandis que d'insaisissables pensées qui lui revenaient, se dispersaient, aussitôt, sous les rafales de la musique.",C2,"En fait, le souvenir du livre a aidé à comprendre l'histoire de l'opéra. Elle suivait chaque phrase de la pièce tout en ayant des pensées qui disparaissaient rapidement sous l'effet de la musique.",0.93600875,B1,"En réalité, le livre m'a aidé à comprendre l'histoire de l'opéra. Il suivait chaque phrase de la pièce et avait des pensées qui disparaissaient vite avec la musique.",0.92238975,B1,"En fait, le livre m'a aidé à comprendre l'histoire de l'opéra. Il parlait de chaque partie de la pièce et avait des idées qui disparaissaient vite avec la musique.",0.8982473,B1,"En réalité, le livre m'a aidé à comprendre l'histoire de l'opéra. Il parlait de chaque partie de la pièce et avait des idées qui disparaissaient vite avec la musique.",0.9050438,B1,"En fait, le livre m'a aidé à comprendre l'histoire de l'opéra. Il parlait de chaque partie de la pièce et avait des idées qui disparaissaient vite avec la musique.",0.8982473,B1,"En réalité, le livre m'a aidé à comprendre l'histoire de l'opéra. Il parlait de chaque partie de la pièce et avait des idées qui disparaissaient vite avec la musique.",0.9050438,B1,"En fait, le livre m'a aidé à comprendre l'histoire de l'opéra. Il parlait de chaque partie de la pièce et avait des idées qui disparaissaient vite avec la musique.",0.8982473,B1,"En réalité, le livre m'a aidé à comprendre l'histoire de l'opéra. Il parlait de chaque partie de la pièce et avait des idées qui disparaissaient vite avec la musique.",0.9050438,B1
"Or, jusqu'à cette mémorable époque, toutes les écoles, malgré leurs innombrables divergences, s'accordaient à ne reconnaître qu'u ne seule substance élémentaire, et ne disputaient entre elles, à cet égard, que sur le choix du principe.",C2,"Depuis longtemps, toutes les écoles d'idées avaient un accord sur la base de tout ce qui existe, mais elles se disputaient sur la meilleure façon de la comprendre.",0.9340664,B2,"Depuis longtemps, les différentes façons de penser se sont accordées sur ce qui existe, mais elles se disputent sur la meilleure façon de le comprendre.",0.8820148,B2,"Depuis longtemps, les gens ont des idées différentes sur ce qui existe, mais ils se disputent sur la meilleure façon de le comprendre.",0.8675594,B1,"Depuis longtemps, les gens ont des opinions différentes sur ce qui existe, mais ils se disputent sur la meilleure façon de le comprendre.",0.8718124,B1,"Depuis longtemps, les gens ont des idées différentes sur ce qui existe, mais ils se disputent sur la meilleure façon de le comprendre.",0.8675594,B1,"Depuis longtemps, les gens ont des opinions différentes sur ce qui existe, mais ils se disputent sur la meilleure façon de le comprendre.",0.87181246,B1,"Depuis longtemps, les gens ont des idées différentes sur ce qui existe, mais ils se disputent sur la meilleure façon de le comprendre.",0.8675594,B1,"Depuis longtemps, les gens ont des opinions différentes sur ce qui existe, mais ils se disputent sur la meilleure façon de le comprendre.",0.87181246,B1
Souvent elle était rêveuse et taciturne ; quelquefois elle parlait avec impétuosité.,C2,"Elle était parfois silencieuse et pensif, mais quand elle parlait, elle parlait fort.",0.8314477,B1,"Elle était parfois en silence et pensait beaucoup, mais quand elle parlait, elle parlait fort.",0.81573683,B1,"Elle était parfois en silence et pensait beaucoup, mais quand elle parlait, elle parlait fort.",0.8157368,B1,"Elle était parfois en silence et pensait beaucoup, mais quand elle parlait, elle parlait fort.",0.8157368,B1,"Elle était parfois en silence et pensait beaucoup, mais quand elle parlait, elle parlait fort.",0.8157368,B1,"Elle était parfois en silence et pensait beaucoup, mais quand elle parlait, elle parlait fort.",0.8157368,B1,"Elle était parfois en silence et pensait beaucoup, mais quand elle parlait, elle parlait fort.",0.8157368,B1,"Elle était parfois en silence et pensait beaucoup, mais quand elle parlait, elle parlait fort.",0.8157368,B1
"Il reste donc, sous ces divers rapports essentiels, beaucoup à faire encore relativement à cette importante question de philosophie chimique.",C2,"Donc, il y a encore beaucoup de travail à faire pour comprendre bien cette question importante de la philosophie chimique.",0.94388187,B1,"Donc, il reste beaucoup à faire pour bien comprendre cette question importante de la philosophie chimique.",0.9521714,B2,"Donc, il y a beaucoup de travail à faire pour bien comprendre cette question importante de la philosophie chimique.",0.936138,B1,"Donc, il y a beaucoup de choses à faire pour bien comprendre cette question importante de la philosophie chimique.",0.9410088,B1,"Donc, il y a beaucoup de choses à faire pour bien comprendre cette question importante de la philosophie chimique.",0.94100887,B1,"Donc, il y a beaucoup de choses à faire pour bien comprendre cette question importante de la philosophie chimique.",0.94100887,B1,"Donc, il y a beaucoup de choses à faire pour bien comprendre cette question importante de la philosophie chimique.",0.94100887,B1,"Donc, il y a beaucoup de choses à faire pour bien comprendre cette question importante de la philosophie chimique.",0.94100887,B1
"Mon père lui en reparla dans nos rencontres ultérieures, le tortura de questions, ce fut peine inutile : comme cet escroc érudit qui employait à fabriquer de faux palimpsestes un labeur et une science dont la centième partie eût suffi à lui assurer une situation plus lucrative, mais honorable, M. Legrandin, si nous avions insisté encore, aurait fini par édifier toute une éthique de paysage et une géographie céleste de la basse Normandie, plutôt que de nous avouer qu'à deux kilomètres de Balbec habitait sa propre soeur, et d'être obligé à nous offrir une lettre d'introduction qui n'eût pas été pour lui un tel sujet d'effroi s'il avait été absolument certain - comme il aurait dû l'être en effet avec l'expérience qu'il avait du caractère de ma grand'mère - que nous n'en aurions pas profité.",C2,"Mon père a toujours interrogé M. Legrandin sur ses activités frauduleuses, mais il n'a jamais révélé la vérité. Si on l'avait poussé plus loin, il aurait peut-être créé une philosophie entièrement nouvelle sur la Normandie, plutôt que de nous avouer que sa propre sœur vivait à deux kilomètres de Balbec. Il aurait alors dû nous donner une lettre d'introduction, mais il aurait été effrayé par l'idée que nous pourrions en tirer un avantage si nous l'avions utilisé.",0.96579516,B2,"Mon papa a toujours demandé à M. Legrandin des choses sur ses actions pas honnêtes, mais il n'a jamais dit la vérité. Si on l'avait poussé plus loin, il aurait peut-être créé une idée tout à fait nouvelle sur la Normandie, plutôt que de nous dire que sa sœur vivait près de Balbec. Il aurait dû nous donner une lettre pour que nous puissions nous faire connaître, mais il aurait été effrayé par l'idée que nous pourrions en tirer un avantage si nous l'avions utilisé.",0.96888566,B2,"Mon papa a toujours posé des questions à M. Legrandin sur ses actions pas honnêtes, mais il n'a jamais dit la vérité. Si on l'avait poussé plus loin, il aurait peut-être créé une idée tout à fait nouvelle sur la Normandie, plutôt que de nous dire que sa sœur vivait près de Balbec. Il aurait dû nous donner une lettre pour que nous puissions nous faire connaître, mais il aurait été effrayé par l'idée que nous pourrions en tirer un avantage si nous l'avions utilisé.",0.96632636,B2,"Mon papa a toujours interrogé M. Legrandin sur ses actions douteuses, mais il n'a jamais dit la vérité. Si on l'avait poussé plus loin, il aurait peut-être créé une idée tout à fait nouvelle sur la Normandie, plutôt que de nous dire que sa sœur vivait près de Balbec. Il aurait dû nous donner une lettre pour que nous puissions nous faire connaître, mais il aurait été effrayé par l'idée que nous pourrions en tirer un avantage si nous l'avions utilisé.",0.96432614,B2,"Mon papa a toujours demandé à M. Legrandin des explications sur ses actions, mais il n'a jamais dit tout. Si on l'avait interrogé plus longtemps, il aurait peut-être appris quelque chose de nouveau sur la Normandie, plutôt que de dire qu'une de ses sœurs vivait près de Balbec. Il aurait dû nous donner une lettre pour que nous puissions nous faire connaître, mais il aurait été timide à l'idée que nous pourrions en tirer un avantage si nous l'avions utilisé.",0.95425016,B1,"Mon papa a toujours demandé à M. Legrandin des explications sur ses actions, mais il n'a jamais tout dit. Si on l'avait interrogé plus longtemps, il aurait peut-être appris quelque chose de nouveau sur la Normandie. Il aurait dû nous donner une lettre pour que nous puissions nous faire connaître, mais il aurait été timide à l'idée que nous pourrions en tirer un avantage si nous l'avions utilisé.",0.9445417,B1,"Mon papa a toujours demandé à M. Legrandin des explications sur ce qu'il faisait, mais il n'a jamais tout dit. Si on l'avait interrogé plus longtemps, il aurait peut-être appris quelque chose de nouveau sur la Normandie. Il aurait dû nous donner une lettre pour que nous puissions nous faire connaître, mais il aurait été timide à l'idée que nous pourrions en tirer un avantage si nous l'avions utilisé.",0.9405428,B1,"Mon papa a toujours demandé à M. Legrandin des explications sur ce qu'il faisait, mais il n'a jamais tout dit. Si on l'avait interrogé plus longtemps, il aurait peut-être appris quelque chose de nouveau sur la Normandie. Il aurait dû nous donner une lettre pour que nous puissions nous faire connaître, mais il aurait été timide à l'idée que nous pourrions en tirer un avantage si nous l'avions utilisé.",0.9405428,B1
"Mais là, il ne s'agissait que de l'usage irréfléchi d'un instrument, qui, judicieusement dirigé, est susceptible, pour un tel ordre de recherches, d'une admirable efficacité.",C2,"Mais là, ce n'était que de ne pas utiliser un outil de manière trop libre, qui, dirigé avec soin, peut être très efficace pour un tel type de recherche.",0.86687565,B1,"Mais il fallait être prudent avec l'utilisation de cet outil, car il pouvait être très utile si on le utilisait bien.",0.8800288,B1,"Mais il faut être prudent avec cet outil, car il peut être très utile si on le utilise bien.",0.8366041,B1,"Mais il faut être prudent avec cet outil, sinon il ne marche pas bien.",0.83029056,B1,"Mais il faut être prudent avec ça, sinon ça ne va pas bien.",0.7785696,B1,"Mais il faut être prudent avec ça, sinon ça ne va pas bien.",0.7785696,B1,"Mais il faut être prudent avec ça, sinon ça ne va pas bien.",0.7785696,B1,"Mais il faut être prudent avec ça, sinon ça ne va pas bien.",0.7785696,B1
"En second lieu, parmi les conditions extrêmement variées propres au développ ement des divers phénomènes chimiques, on a pu remarquer, pour ainsi dire de tout temps, cette condition fondamentale et commune, qui est ordinairement bien loin de suffire, mais qui se présente toujours comme strictement indispensable: la nécessité du con tact immédiat des particules antagonistes, et, par suite, celle de l'état fluide, soit gazeux, soit liquide, de l'une au moins des substances considérées.",C2,"En deuxième lieu, on a observé que pour que les réactions chimiques se produisent, il faut que les substances soient en contact immédiat et qu'elles soient dans un état fluide, soit gazeux, soit liquide.",0.9248357,C2,"D'autre part, on a constaté que pour que les réactions chimiques se produisent, il faut que les substances soient en contact et qu'elles soient dans un état fluide, soit gazeux, soit liquide.",0.907966,B2,"D'un autre côté, on a vu que les réactions chimiques se font quand les substances sont ensemble et qu'elles sont dans un état qui peut être gaz ou liquide.",0.9116157,B1,Des réactions chimiques se passent quand des substances sont ensemble et qu'elles sont dans un état qui peut être gaz ou liquide.,0.8742454,B2,"Quand des substances se rencontrent et sont dans un état comme le gaz ou le liquide, elles font des réactions chimiques.",0.88036776,B2,"Quand des substances se mélangent, elles peuvent faire des réactions chimiques si elles sont dans un état comme le gaz ou le liquide.",0.87684166,B2,"Quand des substances se mélangent, elles peuvent faire des réactions chimiques si elles sont dans un état comme le gaz ou le liquide.",0.87684166,B2,"Quand des substances se mélangent, elles peuvent faire des réactions chimiques si elles sont dans un état comme le gaz ou le liquide.",0.87684166,B2
"Les compagnonnages noués entre voyageurs se révèlent parfois pesants et Kassák finit par se fâcher avec son premier acolyte, le sculpteur Gödrös, dont la mauvaise maîtrise de l'allemand l'agace.",C2,"Les amitiés entre voyageurs peuvent parfois être compliquées et Kassák finit par se disputer avec son ami le sculpteur Gödrös, qui ne maîtrise pas bien l'allemand.",0.9700152,B2,"Les amis qui voyagent ensemble peuvent avoir des problèmes et Kassák a des disputes avec son ami le sculpteur Gödrös, qui ne parle pas bien l'allemand.",0.93881977,B1,"Quand les amis voyagent ensemble, ils peuvent avoir des problèmes. Kassák a des disputes avec son ami le sculpteur Gödrös qui ne parle pas bien l'allemand.",0.9399358,B1,"Quand les amis vont en voyage, ils peuvent avoir des problèmes. Kassák a des disputes avec son ami le sculpteur Gödrös qui ne parle pas bien l'allemand.",0.9373889,B1,"Quand les amis vont en vacances, ils peuvent avoir des problèmes. Kassák a des disputes avec son ami le sculpteur Gödrös qui ne parle pas bien l'allemand.",0.9364445,B1,"Quand les amis vont en vacances, ils peuvent avoir des problèmes. Kassák a des disputes avec son ami le sculpteur Gödrös qui ne parle pas bien l'allemand.",0.9364445,B1,"Quand les amis vont en vacances, ils peuvent avoir des problèmes. Kassák a des disputes avec son ami le sculpteur Gödrös qui ne parle pas bien l'allemand.",0.9364445,B1,"Quand les amis vont en vacances, ils peuvent avoir des problèmes. Kassák a des disputes avec son ami le sculpteur Gödrös qui ne parle pas bien l'allemand.",0.9364445,B1
"Le moteur Wankel est un moteur à piston rotatif, dans lequel un piston triangulaire convertit l'énergie issue de la combustion du carburant en une énergie mécanique de rotation transmise à l'arbre moteur.",C2,Le moteur Wankel est un moteur spécial qui utilise un piston triangulaire pour transformer l'énergie de la combustion du carburant en mouvement tournant qui pousse l'arbre moteur.,0.96432006,B2,Le moteur Wankel est un moteur spécial qui utilise un piston en triangle pour transformer l'énergie de la combustion du carburant en mouvement tournant qui pousse l'arbre moteur.,0.95892805,B2,Le moteur Wankel est un moteur différent qui utilise un piston en triangle pour changer l'énergie de la combustion du carburant en mouvement qui fait tourner l'arbre moteur.,0.935617,B2,Le moteur Wankel est un moteur spécial qui utilise un triangle pour changer l'énergie de la combustion du carburant en mouvement qui fait tourner l'arbre moteur.,0.9343759,B2,Le moteur Wankel est un moteur spécial qui utilise un triangle pour faire tourner l'arbre moteur avec l'énergie de la combustion du carburant.,0.94924355,B2,Le moteur Wankel est un moteur différent qui utilise un triangle pour faire tourner l'arbre moteur avec l'énergie de la combustion du carburant.,0.94415146,B2,Le moteur Wankel est un moteur spécial qui utilise un triangle pour faire tourner l'arbre moteur avec l'énergie de la combustion du carburant.,0.94924355,B2,Le moteur Wankel est un moteur différent qui utilise un triangle pour faire tourner l'arbre moteur avec l'énergie de la combustion du carburant.,0.94415146,B2
"Car, la saine théorie physiologique des sensations, ainsi que j'aurai soin de le constater dans la seconde partie de ce volume, montre clairement que l es appareils du goût et de l'odorat, par opposition à ceux des autres organes sensitifs, agissent d'une manière éminemment chimique, et que, par conséquent, la nature de ces deux sens les adapte spécialement à la perception des phénomènes de composition et de décomposition.",C2,"Donc, la bonne théorie de la physiologie des sensations, comme je vais le montrer dans la deuxième partie de ce livre, montre clairement que les organes du goût et de l'odorat, en comparaison avec les autres sens, agissent de manière très chimique. Par conséquent, la nature de ces deux sens les adapte spécialement à la perception des phénomènes de composition et de décomposition.",0.9755436,C2,"Donc, une bonne théorie de la physiologie des sensations, que je vais expliquer dans la deuxième partie de ce livre, montre que les organes du goût et de l'odorat, par rapport aux autres sens, agissent beaucoup comme des chimistes. Par conséquent, la nature de ces deux sens les rend spécialement adaptés à la perception des phénomènes de composition et de décomposition.",0.97782195,C2,"Donc, une bonne théorie de la physiologie des sensations explique que les organes du goût et de l'odorat sont comme des chimistes qui perçoivent les phénomènes de composition et de décomposition.",0.9368312,C2,"Donc, une bonne théorie de la physiologie des sensations dit que les organes du goût et de l'odorat sont comme des scientifiques qui découvrent comment les choses se forment et se décomposent.",0.92301786,C2,"Donc, une bonne théorie de la physiologie des sensations dit que les organes du goût et de l'odorat sont comme des scientifiques qui découvrent comment les choses se forment et se décomposent.",0.92301786,C2,"Donc, une bonne théorie de la physiologie des sensations dit que les organes du goût et de l'odorat sont comme des scientifiques qui découvrent comment les choses se forment et se décomposent.",0.92301786,C2,"Donc, une bonne théorie de la physiologie des sensations dit que les organes du goût et de l'odorat sont comme des scientifiques qui découvrent comment les choses se forment et se décomposent.",0.92301786,C2,"Donc, une bonne théorie de la physiologie des sensations dit que les organes du goût et de l'odorat sont comme des scientifiques qui découvrent comment les choses se forment et se décomposent.",0.92301786,C2
La seconde partie traite du rôle de l'encombrement stérique dans la régiosélectivité d'une oxydation métabolique.,C2,La deuxième partie parle de l'importance de l'espace libre dans la façon dont les cellules font une réaction chimique.,0.9077268,B2,La deuxième partie parle de l'importance de l'espace pour que les cellules puissent faire une réaction chimique.,0.90149343,B1,La deuxième partie parle de l'endroit où les cellules font des réactions chimiques.,0.8687444,B1,La deuxième partie parle de ce que font les cellules.,0.79984325,B1,La deuxième partie parle des choses que font les cellules.,0.7846325,B1,La deuxième partie parle des choses que font les cellules.,0.7846325,B1,La deuxième partie parle des choses que font les cellules.,0.7846325,B1,La deuxième partie parle des choses que font les cellules.,0.7846325,B1
"À cet égard, en effet, à l'aide d'un coefficient chimique, empiriquement évalué pour chaque corps simple, on parvient à déter miner rationnellement, en beaucoup de cas, avec une suffisante exactitude, d'après un petit nombre de lois générales, la proportion suivant laquelle s'unissent les principes, préalablement connus, de chaque nouveau produit.",C2,"Pour déterminer les proportions dans la formation de nouveaux composés chimiques, on utilise un coefficient qui est calculé en fonction de chaque élément simple. En utilisant peu de lois générales, on peut souvent prédire avec une certaine précision la composition d'un nouveau produit à partir de ses éléments connus.",0.9399458,C2,"Pour savoir combien d'un élément simple se trouve dans un nouveau composé chimique, on utilise un nombre qui dépend de chaque élément simple. En utilisant peu de règles, on peut souvent deviner avec une certaine précision la composition d'un nouveau produit à partir de ses éléments connus.",0.9335099,B2,"Pour savoir combien d'un élément simple est dans un nouveau produit chimique, on utilise un nombre qui dépend de chaque élément simple. En utilisant peu de règles, on peut souvent deviner avec une certaine précision la composition d'un nouveau produit à partir de ses éléments connus.",0.9355629,B2,"Pour savoir combien d'un élément simple est dans un nouveau produit chimique, on utilise un nombre qui dépend de chaque élément simple. En utilisant peu de règles, on peut souvent deviner avec une certaine précision la composition d'un nouveau produit à partir de ses éléments connus.",0.93556285,B2,"Pour savoir combien d'un élément simple est dans un nouveau produit chimique, on utilise un nombre qui dépend de chaque élément simple. En utilisant peu de règles, on peut souvent deviner avec une certaine précision la composition d'un nouveau produit à partir de ses éléments connus.",0.93556285,B2,"Pour savoir combien d'un élément simple est dans un nouveau produit chimique, on utilise un nombre qui dépend de chaque élément simple. En utilisant peu de règles, on peut souvent deviner avec une certaine précision la composition d'un nouveau produit à partir de ses éléments connus.",0.93556285,B2,"Pour savoir combien d'un élément simple est dans un nouveau produit chimique, on utilise un nombre qui dépend de chaque élément simple. En utilisant peu de règles, on peut souvent deviner avec une certaine précision la composition d'un nouveau produit à partir de ses éléments connus.",0.93556285,B2,"Pour savoir combien d'un élément simple est dans un nouveau produit chimique, on utilise un nombre qui dépend de chaque élément simple. En utilisant peu de règles, on peut souvent deviner avec une certaine précision la composition d'un nouveau produit à partir de ses éléments connus.",0.93556285,B2
"Il n'était pas comme tant de gens qui par paresse ou sentiment résigné de l'obligation que crée la grandeur sociale de rester attaché à un certain rivage, s'abstiennent des plaisirs que la réalité leur présente en dehors de la position mondaine où ils vivent cantonnés jusqu'à leur mort, se contentant de finir par appeler plaisirs, faute de mieux, une fois qu'ils sont parvenus à s'y habituer, les divertissements médiocres ou les supportables ennuis qu'elle renferme.",C2,"Certains ne quittent pas leur cercle social par apathie ou détermination à rester attaché à leur position sociale, manquant ainsi de vivre les plaisirs que la réalité leur offre. Ils finissent par appeler ces divertissements médiocres ou ces supportables ennuis ""plaisirs"" par manque de mieux.",0.92524934,C2,"Certains préfèrent rester dans leur groupe d'amis par apathie ou parce qu'ils veulent garder leur place dans la société. Ils ne vivent pas les joies que la vie a à offrir et appellent ces distractions médiocres ou ces ennuis supportables ""joies"".",0.94313926,C1,"Certains restent avec leurs amis parce qu'ils sont paresseux ou parce qu'ils veulent rester dans leur groupe. Ils ne vivent pas les joies de la vie et appellent les distractions médiocres et les ennuis supportables ""joies"".",0.92850125,B2,"Certains préfèrent rester avec leurs amis parce qu'ils sont paresseux ou parce qu'ils aiment rester dans leur groupe. Ils ne vivent pas vraiment les joies de la vie et appellent les distractions médiocres et les ennuis supportables ""joies"".",0.9202199,B2,"Quelques gens restent avec leurs amis parce qu'ils sont paresseux ou parce qu'ils aiment rester dans leur groupe. Ils ne vivent pas vraiment les joies de la vie et appellent les distractions médiocres et les ennuis supportables ""joies"".",0.9239062,B2,"Certains gens restent avec leurs amis parce qu'ils sont paresseux ou parce qu'ils aiment rester dans leur groupe. Ils ne vivent pas vraiment les joies de la vie et appellent les distractions médiocres et les ennuis supportables ""joies"".",0.91877544,B2,"Quelques gens restent avec leurs amis parce qu'ils sont paresseux ou parce qu'ils aiment rester dans leur groupe. Ils ne vivent pas vraiment les joies de la vie et appellent les distractions médiocres et les ennuis supportables ""joies"".",0.9239062,B2,"Certains gens restent avec leurs amis parce qu'ils sont paresseux ou parce qu'ils aiment rester dans leur groupe. Ils ne vivent pas vraiment les joies de la vie et appellent les distractions médiocres et les ennuis supportables ""joies"".",0.91877544,B2
